Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
1993;Neto migracija;Vilkaviškio r. sav.;asmenys;
1994;Neto migracija;Vilkaviškio r. sav.;asmenys;-106
1995;Neto migracija;Vilkaviškio r. sav.;asmenys;-109
1996;Neto migracija;Vilkaviškio r. sav.;asmenys;-188
1997;Neto migracija;Vilkaviškio r. sav.;asmenys;-208
1998;Neto migracija;Vilkaviškio r. sav.;asmenys;-288
1999;Neto migracija;Vilkaviškio r. sav.;asmenys;-131
2000;Neto migracija;Vilkaviškio r. sav.;asmenys;-220
2001;Neto migracija;Vilkaviškio r. sav.;asmenys;-161
2002;Neto migracija;Vilkaviškio r. sav.;asmenys;-158
2003;Neto migracija;Vilkaviškio r. sav.;asmenys;-317
2004;Neto migracija;Vilkaviškio r. sav.;asmenys;-565
2005;Neto migracija;Vilkaviškio r. sav.;asmenys;-995
2006;Neto migracija;Vilkaviškio r. sav.;asmenys;-667
2007;Neto migracija;Vilkaviškio r. sav.;asmenys;-458
2008;Neto migracija;Vilkaviškio r. sav.;asmenys;-394
2009;Neto migracija;Vilkaviškio r. sav.;asmenys;-582
2010;Neto migracija;Vilkaviškio r. sav.;asmenys;-1175
2011;Neto migracija;Vilkaviškio r. sav.;asmenys;-666
2012;Neto migracija;Vilkaviškio r. sav.;asmenys;-546
2013;Neto migracija;Vilkaviškio r. sav.;asmenys;-510
2014;Neto migracija;Vilkaviškio r. sav.;asmenys;-556
2015;Neto migracija;Vilkaviškio r. sav.;asmenys;-591
2016;Neto migracija;Vilkaviškio r. sav.;asmenys;-875
2017;Neto migracija;Vilkaviškio r. sav.;asmenys;-1112
2018;Neto migracija;Vilkaviškio r. sav.;asmenys;-487
1990;Neto migracija;Biržų r. sav.;asmenys;
1991;Neto migracija;Biržų r. sav.;asmenys;
1992;Neto migracija;Biržų r. sav.;asmenys;
1993;Neto migracija;Biržų r. sav.;asmenys;
1994;Neto migracija;Biržų r. sav.;asmenys;-170
1995;Neto migracija;Biržų r. sav.;asmenys;-232
1996;Neto migracija;Biržų r. sav.;asmenys;-290
1997;Neto migracija;Biržų r. sav.;asmenys;-255
1998;Neto migracija;Biržų r. sav.;asmenys;-352
1999;Neto migracija;Biržų r. sav.;asmenys;-325
2000;Neto migracija;Biržų r. sav.;asmenys;-295
2001;Neto migracija;Biržų r. sav.;asmenys;-231
2002;Neto migracija;Biržų r. sav.;asmenys;-176
2003;Neto migracija;Biržų r. sav.;asmenys;-281
2004;Neto migracija;Biržų r. sav.;asmenys;-519
2005;Neto migracija;Biržų r. sav.;asmenys;-753
2006;Neto migracija;Biržų r. sav.;asmenys;-484
2007;Neto migracija;Biržų r. sav.;asmenys;-490
2008;Neto migracija;Biržų r. sav.;asmenys;-483
2009;Neto migracija;Biržų r. sav.;asmenys;-429
2010;Neto migracija;Biržų r. sav.;asmenys;-782
2011;Neto migracija;Biržų r. sav.;asmenys;-449
2012;Neto migracija;Biržų r. sav.;asmenys;-359
2013;Neto migracija;Biržų r. sav.;asmenys;-281
2014;Neto migracija;Biržų r. sav.;asmenys;-257
2015;Neto migracija;Biržų r. sav.;asmenys;-275
2016;Neto migracija;Biržų r. sav.;asmenys;-493
2017;Neto migracija;Biržų r. sav.;asmenys;-632
2018;Neto migracija;Biržų r. sav.;asmenys;-331
1990;Neto migracija;Kupiškio r. sav.;asmenys;
1991;Neto migracija;Kupiškio r. sav.;asmenys;
1992;Neto migracija;Kupiškio r. sav.;asmenys;
1993;Neto migracija;Kupiškio r. sav.;asmenys;
1994;Neto migracija;Kupiškio r. sav.;asmenys;-103
1995;Neto migracija;Kupiškio r. sav.;asmenys;-1
1996;Neto migracija;Kupiškio r. sav.;asmenys;-97
1997;Neto migracija;Kupiškio r. sav.;asmenys;-91
1998;Neto migracija;Kupiškio r. sav.;asmenys;-148
1999;Neto migracija;Kupiškio r. sav.;asmenys;-191
2000;Neto migracija;Kupiškio r. sav.;asmenys;-55
2001;Neto migracija;Kupiškio r. sav.;asmenys;-12
2002;Neto migracija;Kupiškio r. sav.;asmenys;-103
2003;Neto migracija;Kupiškio r. sav.;asmenys;-217
2004;Neto migracija;Kupiškio r. sav.;asmenys;-254
2005;Neto migracija;Kupiškio r. sav.;asmenys;-375
2006;Neto migracija;Kupiškio r. sav.;asmenys;-257
2007;Neto migracija;Kupiškio r. sav.;asmenys;-244
2008;Neto migracija;Kupiškio r. sav.;asmenys;-246
2009;Neto migracija;Kupiškio r. sav.;asmenys;-349
2010;Neto migracija;Kupiškio r. sav.;asmenys;-483
2011;Neto migracija;Kupiškio r. sav.;asmenys;-300
2012;Neto migracija;Kupiškio r. sav.;asmenys;-211
2013;Neto migracija;Kupiškio r. sav.;asmenys;-207
2014;Neto migracija;Kupiškio r. sav.;asmenys;-182
2015;Neto migracija;Kupiškio r. sav.;asmenys;-253
2016;Neto migracija;Kupiškio r. sav.;asmenys;-364
2017;Neto migracija;Kupiškio r. sav.;asmenys;-419
2018;Neto migracija;Kupiškio r. sav.;asmenys;-162
1990;Neto migracija;Panevėžio m. sav.;asmenys;
1991;Neto migracija;Panevėžio m. sav.;asmenys;
1992;Neto migracija;Panevėžio m. sav.;asmenys;
1993;Neto migracija;Panevėžio m. sav.;asmenys;
1994;Neto migracija;Panevėžio m. sav.;asmenys;-1111
1995;Neto migracija;Panevėžio m. sav.;asmenys;-1250
1996;Neto migracija;Panevėžio m. sav.;asmenys;-1168
1997;Neto migracija;Panevėžio m. sav.;asmenys;-1545
1998;Neto migracija;Panevėžio m. sav.;asmenys;-1479
1999;Neto migracija;Panevėžio m. sav.;asmenys;-1544
2000;Neto migracija;Panevėžio m. sav.;asmenys;-1289
2001;Neto migracija;Panevėžio m. sav.;asmenys;-1337
2002;Neto migracija;Panevėžio m. sav.;asmenys;-1142
2003;Neto migracija;Panevėžio m. sav.;asmenys;-1795
2004;Neto migracija;Panevėžio m. sav.;asmenys;-2131
2005;Neto migracija;Panevėžio m. sav.;asmenys;-2393
2006;Neto migracija;Panevėžio m. sav.;asmenys;-1317
2007;Neto migracija;Panevėžio m. sav.;asmenys;-1446
2008;Neto migracija;Panevėžio m. sav.;asmenys;-1375
2009;Neto migracija;Panevėžio m. sav.;asmenys;-1460
2010;Neto migracija;Panevėžio m. sav.;asmenys;-2681
2011;Neto migracija;Panevėžio m. sav.;asmenys;-1230
2012;Neto migracija;Panevėžio m. sav.;asmenys;-783
2013;Neto migracija;Panevėžio m. sav.;asmenys;-697
2014;Neto migracija;Panevėžio m. sav.;asmenys;-909
2015;Neto migracija;Panevėžio m. sav.;asmenys;-1314
2016;Neto migracija;Panevėžio m. sav.;asmenys;-2110
2017;Neto migracija;Panevėžio m. sav.;asmenys;-1975
2018;Neto migracija;Panevėžio m. sav.;asmenys;-1100
1990;Neto migracija;Panevėžio r. sav.;asmenys;
1991;Neto migracija;Panevėžio r. sav.;asmenys;
1992;Neto migracija;Panevėžio r. sav.;asmenys;
1993;Neto migracija;Panevėžio r. sav.;asmenys;
1994;Neto migracija;Panevėžio r. sav.;asmenys;-160
1995;Neto migracija;Panevėžio r. sav.;asmenys;11
1996;Neto migracija;Panevėžio r. sav.;asmenys;126
1997;Neto migracija;Panevėžio r. sav.;asmenys;87
1998;Neto migracija;Panevėžio r. sav.;asmenys;182
1999;Neto migracija;Panevėžio r. sav.;asmenys;144
2000;Neto migracija;Panevėžio r. sav.;asmenys;339
2001;Neto migracija;Panevėžio r. sav.;asmenys;-55
2002;Neto migracija;Panevėžio r. sav.;asmenys;219
2003;Neto migracija;Panevėžio r. sav.;asmenys;135
2004;Neto migracija;Panevėžio r. sav.;asmenys;-9
2005;Neto migracija;Panevėžio r. sav.;asmenys;-352
2006;Neto migracija;Panevėžio r. sav.;asmenys;-108
2007;Neto migracija;Panevėžio r. sav.;asmenys;-168
2008;Neto migracija;Panevėžio r. sav.;asmenys;96
2009;Neto migracija;Panevėžio r. sav.;asmenys;-368
2010;Neto migracija;Panevėžio r. sav.;asmenys;-966
2011;Neto migracija;Panevėžio r. sav.;asmenys;-519
2012;Neto migracija;Panevėžio r. sav.;asmenys;-355
2013;Neto migracija;Panevėžio r. sav.;asmenys;-207
2014;Neto migracija;Panevėžio r. sav.;asmenys;-177
2015;Neto migracija;Panevėžio r. sav.;asmenys;-240
2016;Neto migracija;Panevėžio r. sav.;asmenys;-61
2017;Neto migracija;Panevėžio r. sav.;asmenys;-424
2018;Neto migracija;Panevėžio r. sav.;asmenys;-85
1990;Neto migracija;Pasvalio r. sav.;asmenys;
1991;Neto migracija;Pasvalio r. sav.;asmenys;
1992;Neto migracija;Pasvalio r. sav.;asmenys;
1993;Neto migracija;Pasvalio r. sav.;asmenys;
1994;Neto migracija;Pasvalio r. sav.;asmenys;-118
1995;Neto migracija;Pasvalio r. sav.;asmenys;-50
1996;Neto migracija;Pasvalio r. sav.;asmenys;-92
1997;Neto migracija;Pasvalio r. sav.;asmenys;-280
1998;Neto migracija;Pasvalio r. sav.;asmenys;-252
1999;Neto migracija;Pasvalio r. sav.;asmenys;-278
2000;Neto migracija;Pasvalio r. sav.;asmenys;-209
2001;Neto migracija;Pasvalio r. sav.;asmenys;-331
2002;Neto migracija;Pasvalio r. sav.;asmenys;-170
2003;Neto migracija;Pasvalio r. sav.;asmenys;-461
2004;Neto migracija;Pasvalio r. sav.;asmenys;-543
2005;Neto migracija;Pasvalio r. sav.;asmenys;-730
2006;Neto migracija;Pasvalio r. sav.;asmenys;-433
2007;Neto migracija;Pasvalio r. sav.;asmenys;-375
2008;Neto migracija;Pasvalio r. sav.;asmenys;-294
2009;Neto migracija;Pasvalio r. sav.;asmenys;-403
2010;Neto migracija;Pasvalio r. sav.;asmenys;-650
2011;Neto migracija;Pasvalio r. sav.;asmenys;-502
2012;Neto migracija;Pasvalio r. sav.;asmenys;-290
2013;Neto migracija;Pasvalio r. sav.;asmenys;-412
2014;Neto migracija;Pasvalio r. sav.;asmenys;-256
2015;Neto migracija;Pasvalio r. sav.;asmenys;-407
2016;Neto migracija;Pasvalio r. sav.;asmenys;-631
2017;Neto migracija;Pasvalio r. sav.;asmenys;-593
2018;Neto migracija;Pasvalio r. sav.;asmenys;-374
1990;Neto migracija;Rokiškio r. sav.;asmenys;
1991;Neto migracija;Rokiškio r. sav.;asmenys;
1992;Neto migracija;Rokiškio r. sav.;asmenys;
1993;Neto migracija;Rokiškio r. sav.;asmenys;
1994;Neto migracija;Rokiškio r. sav.;asmenys;-283
1995;Neto migracija;Rokiškio r. sav.;asmenys;-364
1996;Neto migracija;Rokiškio r. sav.;asmenys;-406
1997;Neto migracija;Rokiškio r. sav.;asmenys;-546
1998;Neto migracija;Rokiškio r. sav.;asmenys;-384
1999;Neto migracija;Rokiškio r. sav.;asmenys;-385
2000;Neto migracija;Rokiškio r. sav.;asmenys;-325
2001;Neto migracija;Rokiškio r. sav.;asmenys;-313
2002;Neto migracija;Rokiškio r. sav.;asmenys;-147
2003;Neto migracija;Rokiškio r. sav.;asmenys;-229
2004;Neto migracija;Rokiškio r. sav.;asmenys;-399
2005;Neto migracija;Rokiškio r. sav.;asmenys;-567
2006;Neto migracija;Rokiškio r. sav.;asmenys;-433
2007;Neto migracija;Rokiškio r. sav.;asmenys;-347
2008;Neto migracija;Rokiškio r. sav.;asmenys;-377
2009;Neto migracija;Rokiškio r. sav.;asmenys;-398
2010;Neto migracija;Rokiškio r. sav.;asmenys;-687
2011;Neto migracija;Rokiškio r. sav.;asmenys;-438
2012;Neto migracija;Rokiškio r. sav.;asmenys;-406
2013;Neto migracija;Rokiškio r. sav.;asmenys;-320
2014;Neto migracija;Rokiškio r. sav.;asmenys;-199
2015;Neto migracija;Rokiškio r. sav.;asmenys;-380
2016;Neto migracija;Rokiškio r. sav.;asmenys;-608
2017;Neto migracija;Rokiškio r. sav.;asmenys;-571
2018;Neto migracija;Rokiškio r. sav.;asmenys;-385
1990;Neto migracija;Akmenės r. sav.;asmenys;
1991;Neto migracija;Akmenės r. sav.;asmenys;
1992;Neto migracija;Akmenės r. sav.;asmenys;
1993;Neto migracija;Akmenės r. sav.;asmenys;
1994;Neto migracija;Akmenės r. sav.;asmenys;-171
1995;Neto migracija;Akmenės r. sav.;asmenys;-235
1996;Neto migracija;Akmenės r. sav.;asmenys;-221
1997;Neto migracija;Akmenės r. sav.;asmenys;-235
1998;Neto migracija;Akmenės r. sav.;asmenys;-327
1999;Neto migracija;Akmenės r. sav.;asmenys;-269
2000;Neto migracija;Akmenės r. sav.;asmenys;-311
2001;Neto migracija;Akmenės r. sav.;asmenys;-198
2002;Neto migracija;Akmenės r. sav.;asmenys;-237
2003;Neto migracija;Akmenės r. sav.;asmenys;-399
2004;Neto migracija;Akmenės r. sav.;asmenys;-535
2005;Neto migracija;Akmenės r. sav.;asmenys;-679
2006;Neto migracija;Akmenės r. sav.;asmenys;-455
2007;Neto migracija;Akmenės r. sav.;asmenys;-447
2008;Neto migracija;Akmenės r. sav.;asmenys;-499
2009;Neto migracija;Akmenės r. sav.;asmenys;-662
2010;Neto migracija;Akmenės r. sav.;asmenys;-874
2011;Neto migracija;Akmenės r. sav.;asmenys;-518
2012;Neto migracija;Akmenės r. sav.;asmenys;-393
2013;Neto migracija;Akmenės r. sav.;asmenys;-361
2014;Neto migracija;Akmenės r. sav.;asmenys;-204
2015;Neto migracija;Akmenės r. sav.;asmenys;-335
2016;Neto migracija;Akmenės r. sav.;asmenys;-454
2017;Neto migracija;Akmenės r. sav.;asmenys;-426
2018;Neto migracija;Akmenės r. sav.;asmenys;-258
1990;Neto migracija;Joniškio r. sav.;asmenys;
1991;Neto migracija;Joniškio r. sav.;asmenys;
1992;Neto migracija;Joniškio r. sav.;asmenys;
1993;Neto migracija;Joniškio r. sav.;asmenys;
1994;Neto migracija;Joniškio r. sav.;asmenys;-149
1995;Neto migracija;Joniškio r. sav.;asmenys;-282
1996;Neto migracija;Joniškio r. sav.;asmenys;-438
1997;Neto migracija;Joniškio r. sav.;asmenys;-229
1998;Neto migracija;Joniškio r. sav.;asmenys;-282
1999;Neto migracija;Joniškio r. sav.;asmenys;-262
2000;Neto migracija;Joniškio r. sav.;asmenys;-302
2001;Neto migracija;Joniškio r. sav.;asmenys;-163
2002;Neto migracija;Joniškio r. sav.;asmenys;-181
2003;Neto migracija;Joniškio r. sav.;asmenys;-268
2004;Neto migracija;Joniškio r. sav.;asmenys;-396
2005;Neto migracija;Joniškio r. sav.;asmenys;-617
2006;Neto migracija;Joniškio r. sav.;asmenys;-447
2007;Neto migracija;Joniškio r. sav.;asmenys;-312
2008;Neto migracija;Joniškio r. sav.;asmenys;-287
2009;Neto migracija;Joniškio r. sav.;asmenys;-494
2010;Neto migracija;Joniškio r. sav.;asmenys;-879
2011;Neto migracija;Joniškio r. sav.;asmenys;-541
2012;Neto migracija;Joniškio r. sav.;asmenys;-479
2013;Neto migracija;Joniškio r. sav.;asmenys;-402
2014;Neto migracija;Joniškio r. sav.;asmenys;-345
2015;Neto migracija;Joniškio r. sav.;asmenys;-456
2016;Neto migracija;Joniškio r. sav.;asmenys;-502
2017;Neto migracija;Joniškio r. sav.;asmenys;-631
2018;Neto migracija;Joniškio r. sav.;asmenys;-256
1990;Neto migracija;Kelmės r. sav.;asmenys;
1991;Neto migracija;Kelmės r. sav.;asmenys;
1992;Neto migracija;Kelmės r. sav.;asmenys;
1993;Neto migracija;Kelmės r. sav.;asmenys;
1994;Neto migracija;Kelmės r. sav.;asmenys;-266
1995;Neto migracija;Kelmės r. sav.;asmenys;-98
1996;Neto migracija;Kelmės r. sav.;asmenys;-149
1997;Neto migracija;Kelmės r. sav.;asmenys;-237
1998;Neto migracija;Kelmės r. sav.;asmenys;-313
1999;Neto migracija;Kelmės r. sav.;asmenys;-277
2000;Neto migracija;Kelmės r. sav.;asmenys;-48
2001;Neto migracija;Kelmės r. sav.;asmenys;-263
2002;Neto migracija;Kelmės r. sav.;asmenys;-138
2003;Neto migracija;Kelmės r. sav.;asmenys;-485
2004;Neto migracija;Kelmės r. sav.;asmenys;-741
2005;Neto migracija;Kelmės r. sav.;asmenys;-923
2006;Neto migracija;Kelmės r. sav.;asmenys;-595
2007;Neto migracija;Kelmės r. sav.;asmenys;-600
2008;Neto migracija;Kelmės r. sav.;asmenys;-537
2009;Neto migracija;Kelmės r. sav.;asmenys;-688
2010;Neto migracija;Kelmės r. sav.;asmenys;-1005
2011;Neto migracija;Kelmės r. sav.;asmenys;-612
2012;Neto migracija;Kelmės r. sav.;asmenys;-432
2013;Neto migracija;Kelmės r. sav.;asmenys;-466
2014;Neto migracija;Kelmės r. sav.;asmenys;-480
2015;Neto migracija;Kelmės r. sav.;asmenys;-611
2016;Neto migracija;Kelmės r. sav.;asmenys;-646
2017;Neto migracija;Kelmės r. sav.;asmenys;-689
2018;Neto migracija;Kelmės r. sav.;asmenys;-482
1990;Neto migracija;Pakruojo r. sav.;asmenys;
1991;Neto migracija;Pakruojo r. sav.;asmenys;
1992;Neto migracija;Pakruojo r. sav.;asmenys;
1993;Neto migracija;Pakruojo r. sav.;asmenys;
1994;Neto migracija;Pakruojo r. sav.;asmenys;-48
1995;Neto migracija;Pakruojo r. sav.;asmenys;-169
1996;Neto migracija;Pakruojo r. sav.;asmenys;-138
1997;Neto migracija;Pakruojo r. sav.;asmenys;-127
1998;Neto migracija;Pakruojo r. sav.;asmenys;-153
1999;Neto migracija;Pakruojo r. sav.;asmenys;-169
2000;Neto migracija;Pakruojo r. sav.;asmenys;-108
2001;Neto migracija;Pakruojo r. sav.;asmenys;-213
2002;Neto migracija;Pakruojo r. sav.;asmenys;-88
2003;Neto migracija;Pakruojo r. sav.;asmenys;-263
2004;Neto migracija;Pakruojo r. sav.;asmenys;-325
2005;Neto migracija;Pakruojo r. sav.;asmenys;-608
2006;Neto migracija;Pakruojo r. sav.;asmenys;-446
2007;Neto migracija;Pakruojo r. sav.;asmenys;-404
2008;Neto migracija;Pakruojo r. sav.;asmenys;-320
2009;Neto migracija;Pakruojo r. sav.;asmenys;-537
2010;Neto migracija;Pakruojo r. sav.;asmenys;-694
2011;Neto migracija;Pakruojo r. sav.;asmenys;-498
2012;Neto migracija;Pakruojo r. sav.;asmenys;-414
2013;Neto migracija;Pakruojo r. sav.;asmenys;-401
2014;Neto migracija;Pakruojo r. sav.;asmenys;-256
2015;Neto migracija;Pakruojo r. sav.;asmenys;-391
2016;Neto migracija;Pakruojo r. sav.;asmenys;-519
2017;Neto migracija;Pakruojo r. sav.;asmenys;-561
2018;Neto migracija;Pakruojo r. sav.;asmenys;-277
1990;Neto migracija;Radviliškio r. sav.;asmenys;
1991;Neto migracija;Radviliškio r. sav.;asmenys;
1992;Neto migracija;Radviliškio r. sav.;asmenys;
1993;Neto migracija;Radviliškio r. sav.;asmenys;
1994;Neto migracija;Radviliškio r. sav.;asmenys;-194
1995;Neto migracija;Radviliškio r. sav.;asmenys;-176
1996;Neto migracija;Radviliškio r. sav.;asmenys;-207
1997;Neto migracija;Radviliškio r. sav.;asmenys;-280
1998;Neto migracija;Radviliškio r. sav.;asmenys;-299
1999;Neto migracija;Radviliškio r. sav.;asmenys;-369
2000;Neto migracija;Radviliškio r. sav.;asmenys;-267
2001;Neto migracija;Radviliškio r. sav.;asmenys;-331
2002;Neto migracija;Radviliškio r. sav.;asmenys;-267
2003;Neto migracija;Radviliškio r. sav.;asmenys;-369
2004;Neto migracija;Radviliškio r. sav.;asmenys;-729
2005;Neto migracija;Radviliškio r. sav.;asmenys;-914
2006;Neto migracija;Radviliškio r. sav.;asmenys;-661
2007;Neto migracija;Radviliškio r. sav.;asmenys;-531
2008;Neto migracija;Radviliškio r. sav.;asmenys;-696
2009;Neto migracija;Radviliškio r. sav.;asmenys;-830
2010;Neto migracija;Radviliškio r. sav.;asmenys;-1571
2011;Neto migracija;Radviliškio r. sav.;asmenys;-827
2012;Neto migracija;Radviliškio r. sav.;asmenys;-571
2013;Neto migracija;Radviliškio r. sav.;asmenys;-577
2014;Neto migracija;Radviliškio r. sav.;asmenys;-381
2015;Neto migracija;Radviliškio r. sav.;asmenys;-508
2016;Neto migracija;Radviliškio r. sav.;asmenys;-858
2017;Neto migracija;Radviliškio r. sav.;asmenys;-627
2018;Neto migracija;Radviliškio r. sav.;asmenys;-341
1990;Neto migracija;Šiaulių m. sav.;asmenys;
1991;Neto migracija;Šiaulių m. sav.;asmenys;
1992;Neto migracija;Šiaulių m. sav.;asmenys;
1993;Neto migracija;Šiaulių m. sav.;asmenys;
1994;Neto migracija;Šiaulių m. sav.;asmenys;-1849
1995;Neto migracija;Šiaulių m. sav.;asmenys;-2203
1996;Neto migracija;Šiaulių m. sav.;asmenys;-1303
1997;Neto migracija;Šiaulių m. sav.;asmenys;-1520
1998;Neto migracija;Šiaulių m. sav.;asmenys;-1846
1999;Neto migracija;Šiaulių m. sav.;asmenys;-1611
2000;Neto migracija;Šiaulių m. sav.;asmenys;-1507
2001;Neto migracija;Šiaulių m. sav.;asmenys;-1896
2002;Neto migracija;Šiaulių m. sav.;asmenys;-1309
2003;Neto migracija;Šiaulių m. sav.;asmenys;-2293
2004;Neto migracija;Šiaulių m. sav.;asmenys;-2197
2005;Neto migracija;Šiaulių m. sav.;asmenys;-2764
2006;Neto migracija;Šiaulių m. sav.;asmenys;-1485
2007;Neto migracija;Šiaulių m. sav.;asmenys;-2056
2008;Neto migracija;Šiaulių m. sav.;asmenys;-1392
2009;Neto migracija;Šiaulių m. sav.;asmenys;-1504
2010;Neto migracija;Šiaulių m. sav.;asmenys;-4451
2011;Neto migracija;Šiaulių m. sav.;asmenys;-1828
2012;Neto migracija;Šiaulių m. sav.;asmenys;-1011
2013;Neto migracija;Šiaulių m. sav.;asmenys;-565
2014;Neto migracija;Šiaulių m. sav.;asmenys;-840
2015;Neto migracija;Šiaulių m. sav.;asmenys;-1336
2016;Neto migracija;Šiaulių m. sav.;asmenys;-1568
2017;Neto migracija;Šiaulių m. sav.;asmenys;-419
2018;Neto migracija;Šiaulių m. sav.;asmenys;-56
1990;Neto migracija;Šiaulių r. sav.;asmenys;
1991;Neto migracija;Šiaulių r. sav.;asmenys;
1992;Neto migracija;Šiaulių r. sav.;asmenys;
1993;Neto migracija;Šiaulių r. sav.;asmenys;
1994;Neto migracija;Šiaulių r. sav.;asmenys;210
1995;Neto migracija;Šiaulių r. sav.;asmenys;-28
1996;Neto migracija;Šiaulių r. sav.;asmenys;291
1997;Neto migracija;Šiaulių r. sav.;asmenys;189
1998;Neto migracija;Šiaulių r. sav.;asmenys;209
1999;Neto migracija;Šiaulių r. sav.;asmenys;85
2000;Neto migracija;Šiaulių r. sav.;asmenys;6
2001;Neto migracija;Šiaulių r. sav.;asmenys;-65
2002;Neto migracija;Šiaulių r. sav.;asmenys;55
2003;Neto migracija;Šiaulių r. sav.;asmenys;-54
2004;Neto migracija;Šiaulių r. sav.;asmenys;-248
2005;Neto migracija;Šiaulių r. sav.;asmenys;-883
2006;Neto migracija;Šiaulių r. sav.;asmenys;-394
2007;Neto migracija;Šiaulių r. sav.;asmenys;-205
2008;Neto migracija;Šiaulių r. sav.;asmenys;-4
2009;Neto migracija;Šiaulių r. sav.;asmenys;-870
2010;Neto migracija;Šiaulių r. sav.;asmenys;-1954
2011;Neto migracija;Šiaulių r. sav.;asmenys;-950
2012;Neto migracija;Šiaulių r. sav.;asmenys;-413
2013;Neto migracija;Šiaulių r. sav.;asmenys;-314
2014;Neto migracija;Šiaulių r. sav.;asmenys;-226
2015;Neto migracija;Šiaulių r. sav.;asmenys;-88
2016;Neto migracija;Šiaulių r. sav.;asmenys;163
2017;Neto migracija;Šiaulių r. sav.;asmenys;22
2018;Neto migracija;Šiaulių r. sav.;asmenys;467
1990;Neto migracija;Jurbarko r. sav.;asmenys;
1991;Neto migracija;Jurbarko r. sav.;asmenys;
1992;Neto migracija;Jurbarko r. sav.;asmenys;
1993;Neto migracija;Jurbarko r. sav.;asmenys;
1994;Neto migracija;Jurbarko r. sav.;asmenys;-167
1995;Neto migracija;Jurbarko r. sav.;asmenys;-353
1996;Neto migracija;Jurbarko r. sav.;asmenys;-145
1997;Neto migracija;Jurbarko r. sav.;asmenys;-248
1998;Neto migracija;Jurbarko r. sav.;asmenys;-391
1999;Neto migracija;Jurbarko r. sav.;asmenys;-255
2000;Neto migracija;Jurbarko r. sav.;asmenys;-197
2001;Neto migracija;Jurbarko r. sav.;asmenys;-333
2002;Neto migracija;Jurbarko r. sav.;asmenys;-261
2003;Neto migracija;Jurbarko r. sav.;asmenys;-352
2004;Neto migracija;Jurbarko r. sav.;asmenys;-540
2005;Neto migracija;Jurbarko r. sav.;asmenys;-827
2006;Neto migracija;Jurbarko r. sav.;asmenys;-448
2007;Neto migracija;Jurbarko r. sav.;asmenys;-494
2008;Neto migracija;Jurbarko r. sav.;asmenys;-457
2009;Neto migracija;Jurbarko r. sav.;asmenys;-570
2010;Neto migracija;Jurbarko r. sav.;asmenys;-873
2011;Neto migracija;Jurbarko r. sav.;asmenys;-423
2012;Neto migracija;Jurbarko r. sav.;asmenys;-271
2013;Neto migracija;Jurbarko r. sav.;asmenys;-262
2014;Neto migracija;Jurbarko r. sav.;asmenys;-295
2015;Neto migracija;Jurbarko r. sav.;asmenys;-381
2016;Neto migracija;Jurbarko r. sav.;asmenys;-556
2017;Neto migracija;Jurbarko r. sav.;asmenys;-529
2018;Neto migracija;Jurbarko r. sav.;asmenys;-349
1990;Neto migracija;Pagėgių sav.;asmenys;
1991;Neto migracija;Pagėgių sav.;asmenys;
1992;Neto migracija;Pagėgių sav.;asmenys;
1993;Neto migracija;Pagėgių sav.;asmenys;
1994;Neto migracija;Pagėgių sav.;asmenys;-72
1995;Neto migracija;Pagėgių sav.;asmenys;38
1996;Neto migracija;Pagėgių sav.;asmenys;73
1997;Neto migracija;Pagėgių sav.;asmenys;27
1998;Neto migracija;Pagėgių sav.;asmenys;-24
1999;Neto migracija;Pagėgių sav.;asmenys;-32
2000;Neto migracija;Pagėgių sav.;asmenys;-5
2001;Neto migracija;Pagėgių sav.;asmenys;-67
2002;Neto migracija;Pagėgių sav.;asmenys;-78
2003;Neto migracija;Pagėgių sav.;asmenys;-167
2004;Neto migracija;Pagėgių sav.;asmenys;-196
2005;Neto migracija;Pagėgių sav.;asmenys;-325
2006;Neto migracija;Pagėgių sav.;asmenys;-181
2007;Neto migracija;Pagėgių sav.;asmenys;-255
2008;Neto migracija;Pagėgių sav.;asmenys;-211
2009;Neto migracija;Pagėgių sav.;asmenys;-185
2010;Neto migracija;Pagėgių sav.;asmenys;-348
2011;Neto migracija;Pagėgių sav.;asmenys;-165
2012;Neto migracija;Pagėgių sav.;asmenys;-158
2013;Neto migracija;Pagėgių sav.;asmenys;-162
2014;Neto migracija;Pagėgių sav.;asmenys;-174
2015;Neto migracija;Pagėgių sav.;asmenys;-272
2016;Neto migracija;Pagėgių sav.;asmenys;-252
2017;Neto migracija;Pagėgių sav.;asmenys;-255
2018;Neto migracija;Pagėgių sav.;asmenys;-221
1990;Neto migracija;Šilalės r. sav.;asmenys;
1991;Neto migracija;Šilalės r. sav.;asmenys;
1992;Neto migracija;Šilalės r. sav.;asmenys;
1993;Neto migracija;Šilalės r. sav.;asmenys;
1994;Neto migracija;Šilalės r. sav.;asmenys;-46
1995;Neto migracija;Šilalės r. sav.;asmenys;-295
1996;Neto migracija;Šilalės r. sav.;asmenys;-301
1997;Neto migracija;Šilalės r. sav.;asmenys;-347
1998;Neto migracija;Šilalės r. sav.;asmenys;-326
1999;Neto migracija;Šilalės r. sav.;asmenys;-151
2000;Neto migracija;Šilalės r. sav.;asmenys;-193
2001;Neto migracija;Šilalės r. sav.;asmenys;-101
2002;Neto migracija;Šilalės r. sav.;asmenys;-171
