Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2001;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;53.9
2002;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;53.1
2003;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;55.7
2004;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;55.0
2005;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;54.3
2006;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;53.0
2007;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;52.4
2008;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;51.7
2009;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;51.2
2010;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;50.7
2011;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;49.2
2012;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;48.5
2013;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;47.9
2014;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;47.6
2015;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;47.5
2016;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;47.1
2017;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;46.7
2018;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;46.6
2019;Gyventojų tankis metų pradžioje;Elektrėnų sav.;viename km²;46.5
2001;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;26.4
2002;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;26.1
2003;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;25.9
2004;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;25.6
2005;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;25.3
2006;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;24.8
2007;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;24.5
2008;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;24.2
2009;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;24.0
2010;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;23.7
2011;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;23.3
2012;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;22.9
2013;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;22.6
2014;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;22.2
2015;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;21.9
2016;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;21.6
2017;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;21.3
2018;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;20.9
2019;Gyventojų tankis metų pradžioje;Šalčininkų r. sav.;viename km²;20.8
2001;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;22.3
2002;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;22.2
2003;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;21.9
2004;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;21.7
2005;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;21.6
2006;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;21.2
2007;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;21.0
2008;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;20.7
2009;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;20.4
2010;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;20.1
2011;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;19.5
2012;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;19.0
2013;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;18.7
2014;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;18.3
2015;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;18.0
2016;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;17.8
2017;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;17.5
2018;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;17.2
2019;Gyventojų tankis metų pradžioje;Širvintų r. sav.;viename km²;17.0
2001;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;19.6
2002;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;19.4
2003;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;19.2
2004;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;18.9
2005;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;18.6
2006;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;18.1
2007;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;17.8
2008;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;17.5
2009;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;17.3
2010;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;17.0
2011;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;16.5
2012;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;16.2
2013;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;15.9
2014;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;15.5
2015;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;15.2
2016;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;14.9
2017;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;14.5
2018;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;14.1
2019;Gyventojų tankis metų pradžioje;Švenčionių r. sav.;viename km²;13.8
2001;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;31.0
2002;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;30.7
2003;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;30.6
2004;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;30.6
2005;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;30.4
2006;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;30.1
2007;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;29.7
2008;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;29.4
2009;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;29.3
2010;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;29.0
2011;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;28.5
2012;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;28.3
2013;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;28.1
2014;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;27.8
2015;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;27.7
2016;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;27.4
2017;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;27.1
2018;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;26.9
2019;Gyventojų tankis metų pradžioje;Trakų r. sav.;viename km²;27.0
2001;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;34.9
2002;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;34.5
2003;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;34.1
2004;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;33.6
2005;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;33.1
2006;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;32.4
2007;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;31.8
2008;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;31.3
2009;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;30.7
2010;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;30.1
2011;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;28.9
2012;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;28.1
2013;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;27.5
2014;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;26.9
2015;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;26.5
2016;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;25.9
2017;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;25.3
2018;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;24.6
2019;Gyventojų tankis metų pradžioje;Ukmergės r. sav.;viename km²;24.3
2001;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1382.2
2002;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1373.9
2003;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1372.1
2004;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1368.4
2005;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1363.5
2006;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1352.9
2007;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1351.0
2008;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1350.6
2009;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1354.0
2010;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1354.6
2011;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1337.0
2012;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1329.9
2013;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1339.5
2014;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1345.9
2015;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1356.6
2016;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1355.3
2017;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1359.8
2018;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1365.3
2019;Gyventojų tankis metų pradžioje;Vilniaus m. sav.;viename km²;1376.9
2001;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;41.6
2002;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;41.7
2003;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;42.0
2004;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;42.9
2005;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;43.5
2006;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;43.8
2007;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.1
2008;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.5
2009;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;45.0
2010;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;45.1
2011;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.8
2012;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.9
2013;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.6
2014;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.6
2015;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.9
2016;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;44.7
2017;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;45.1
2018;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;45.4
2019;Gyventojų tankis metų pradžioje;Vilniaus r. sav.;viename km²;46.2
2001;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1786.5
2002;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1781.5
2003;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1775.3
2004;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1751.3
2005;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1721.0
2006;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1686.1
2007;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1668.7
2008;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1646.4
2009;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1619.3
2010;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1590.8
2011;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1507.6
2012;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1462.9
2013;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1432.0
2014;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1408.9
2015;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1390.4
2016;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1360.8
2017;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1319.8
2018;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1288.4
2019;Gyventojų tankis metų pradžioje;Alytaus m. sav.;viename km²;1260.6
2001;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;23.3
2002;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;23.0
2003;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;22.7
2004;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;22.6
2005;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;22.4
2006;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;21.9
2007;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;21.6
2008;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;21.2
2009;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;21.0
2010;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;20.7
2011;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;20.1
2012;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;19.9
2013;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;19.7
2014;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;19.5
2015;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;19.3
2016;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;19.1
2017;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;18.9
2018;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;18.6
2019;Gyventojų tankis metų pradžioje;Alytaus r. sav.;viename km²;18.6
2001;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;56.2
2002;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;55.4
2003;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;55.0
2004;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;54.3
2005;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;53.4
2006;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;52.6
2007;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;51.7
2008;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;51.1
2009;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;50.6
2010;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;49.9
2011;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;48.2
2012;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;47.3
2013;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;46.7
2014;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;46.1
2015;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;45.8
2016;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;45.0
2017;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;44.2
2018;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;43.3
2019;Gyventojų tankis metų pradžioje;Druskininkų sav.;viename km²;42.7
2001;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;20.8
2002;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;20.6
2003;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;20.3
2004;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;20.0
2005;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;19.6
2006;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;19.1
2007;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;18.7
2008;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;18.3
2009;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;18.0
2010;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;17.6
2011;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;17.2
2012;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;16.9
2013;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;16.5
2014;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;16.2
2015;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;15.9
2016;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;15.6
2017;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;15.2
2018;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;14.6
2019;Gyventojų tankis metų pradžioje;Lazdijų r. sav.;viename km²;14.3
2001;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;14.1
2002;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;13.9
2003;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;13.8
2004;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;13.6
2005;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;13.3
2006;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;13.0
2007;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;12.7
2008;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;12.4
2009;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;12.1
2010;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;11.9
2011;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;11.5
2012;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;11.2
2013;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;11.0
2014;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;10.8
2015;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;10.6
2016;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;10.4
2017;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;10.1
2018;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;9.8
2019;Gyventojų tankis metų pradžioje;Varėnos r. sav.;viename km²;9.6
2001;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;44.0
2002;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;43.2
2003;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;42.7
2004;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;42.3
2005;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;41.3
2006;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;40.1
2007;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;39.5
2008;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;39.2
2009;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;38.5
2010;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;37.7
2011;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;37.0
2012;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;36.5
2013;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;36.0
2014;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;35.2
2015;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;35.8
2016;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;35.5
2017;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;34.9
2018;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;34.2
2019;Gyventojų tankis metų pradžioje;Birštono sav.;viename km²;33.7
2001;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;55.4
2002;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;55.1
2003;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;54.8
2004;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;54.6
2005;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;54.3
2006;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;53.4
2007;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;52.5
2008;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;52.0
2009;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;51.7
2010;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;50.9
2011;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;49.4
2012;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;48.4
2013;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;47.8
2014;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;47.1
2015;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;46.5
2016;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;45.8
2017;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;45.1
2018;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;44.6
2019;Gyventojų tankis metų pradžioje;Jonavos r. sav.;viename km²;44.1
2001;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;35.6
2002;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;35.4
2003;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;34.4
2004;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;34.1
2005;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;33.8
2006;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;33.3
2007;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;33.1
2008;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;32.7
2009;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;32.4
2010;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;32.0
2011;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;31.2
2012;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;30.7
2013;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;30.3
2014;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;29.8
2015;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;29.4
2016;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;28.9
2017;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;28.4
2018;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;27.8
2019;Gyventojų tankis metų pradžioje;Kaišiadorių r. sav.;viename km²;27.5
2001;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2418.5
2002;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2383.3
2003;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2358.2
2004;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2318.2
2005;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2273.6
2006;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2219.8
2007;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2190.6
2008;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2162.6
2009;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2136.3
2010;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2099.0
2011;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;2021.1
2012;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1979.4
2013;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1954.7
2014;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1936.4
2015;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1919.5
2016;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1897.1
2017;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1864.3
2018;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1836.7
2019;Gyventojų tankis metų pradžioje;Kauno m. sav.;viename km²;1826.5
2001;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;54.4
2002;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;54.6
2003;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;54.9
2004;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;55.6
2005;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;55.6
2006;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;55.5
2007;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;55.7
2008;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;56.1
2009;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;57.3
2010;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;58.1
2011;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;57.4
2012;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;57.6
2013;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;57.8
2014;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;58.2
2015;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;59.1
2016;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;59.9
2017;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;60.9
2018;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;62.0
2019;Gyventojų tankis metų pradžioje;Kauno r. sav.;viename km²;63.6
2001;Gyventojų tankis metų pradžioje;Kėdainių r. sav.;viename km²;39.2
2002;Gyventojų tankis metų pradžioje;Kėdainių r. sav.;viename km²;38.8
2003;Gyventojų tankis metų pradžioje;Kėdainių r. sav.;viename km²;38.5
2004;Gyventojų tankis metų pradžioje;Kėdainių r. sav.;viename km²;38.0
