neighbourhood;street;municipality;houses;overlap;str_type
Naujininkai;Kelmijos Sodų 47-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 48-oji g. ;Vilnius;15;No;Sodas
Naujininkai;Kelmijos Sodų 49-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 5-oji g. ;Vilnius;5;No;Sodas
Naujininkai;Kelmijos Sodų 50-oji g. ;Vilnius;19;No;Sodas
Naujininkai;Kelmijos Sodų 51-oji g. ;Vilnius;37;No;Sodas
Naujininkai;Kelmijos Sodų 52-oji g. ;Vilnius;12;No;Sodas
Naujininkai;Kelmijos Sodų 53-ioji g. ;Vilnius;23;No;Sodas
Naujininkai;Kelmijos Sodų 54-oji g. ;Vilnius;29;No;Sodas
Naujininkai;Kelmijos Sodų 55-oji g. ;Vilnius;16;No;Sodas
Naujininkai;Kelmijos Sodų 56-oji g. ;Vilnius;26;No;Sodas
Naujininkai;Kelmijos Sodų 57-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 58-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 59-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 6-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 60-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 61-oji g. ;Vilnius;20;No;Sodas
Naujininkai;Kelmijos Sodų 62-oji g. ;Vilnius;36;No;Sodas
Naujininkai;Kelmijos Sodų 63-ioji g. ;Vilnius;36;No;Sodas
Naujininkai;Kelmijos Sodų 64-oji g. ;Vilnius;32;No;Sodas
Naujininkai;Kelmijos Sodų 65-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Kelmijos Sodų 66-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 67-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Kelmijos Sodų 68-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Kelmijos Sodų 69-oji g. ;Vilnius;32;No;Sodas
Naujininkai;Kelmijos Sodų 7-oji g. ;Vilnius;17;No;Sodas
Naujininkai;Kelmijos Sodų 70-oji g. ;Vilnius;24;No;Sodas
Naujininkai;Kelmijos Sodų 71-oji g. ;Vilnius;71;No;Sodas
Naujininkai;Kelmijos Sodų 72-oji g. ;Vilnius;31;No;Sodas
Naujininkai;Kelmijos Sodų 73-ioji g. ;Vilnius;29;No;Sodas
Naujininkai;Kelmijos Sodų 74-oji g. ;Vilnius;19;No;Sodas
Naujininkai;Kelmijos Sodų 75-oji g. ;Vilnius;33;No;Sodas
Naujininkai;Kelmijos Sodų 76-oji g. ;Vilnius;14;No;Sodas
Naujininkai;Kelmijos Sodų 77-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Kelmijos Sodų 78-oji g. ;Vilnius;14;No;Sodas
Naujininkai;Kelmijos Sodų 79-oji g. ;Vilnius;9;No;Sodas
Naujininkai;Kelmijos Sodų 8-oji g. ;Vilnius;30;No;Sodas
Naujininkai;Kelmijos Sodų 80-oji g. ;Vilnius;70;No;Sodas
Naujininkai;Kelmijos Sodų 81-oji g. ;Vilnius;25;No;Sodas
Naujininkai;Kelmijos Sodų 82-oji g. ;Vilnius;22;No;Sodas
Naujininkai;Kelmijos Sodų 83-ioji g. ;Vilnius;18;No;Sodas
Naujininkai;Kelmijos Sodų 84-oji g. ;Vilnius;25;No;Sodas
Naujininkai;Kelmijos Sodų 85-oji g. ;Vilnius;49;No;Sodas
Naujininkai;Kelmijos Sodų 86-oji g. ;Vilnius;46;No;Sodas
Naujininkai;Kelmijos Sodų 9-oji g. ;Vilnius;43;No;Sodas
Naujininkai;Konduktorių g. ;Vilnius;15;No;Kitas
Naujininkai;Krakūnų g. ;Vilnius;1;No;Kitas
Naujininkai;Kuršių g. ;Vilnius;28;No;Kitas
Naujininkai;Kuzmiškių g. ;Vilnius;11;No;Kitas
Naujininkai;Lenkų g. ;Vilnius;14;No;Kitas
Naujininkai;Liepkalnio g. ;Vilnius;74 ;74 iš 242*;Kitas
Naujininkai;Mančiagirės g. ;Vilnius;8;No;Kitas
Naujininkai;Mechanikų g. ;Vilnius;90;No;Kitas
Naujininkai;Meistrų g. ;Vilnius;14;No;Kitas
Naujininkai;Melioratorių g. ;Vilnius;64;No;Kitas
Naujininkai;Merkinės g. ;Vilnius;15;No;Kitas
Naujininkai;Metalo g. ;Vilnius;45;No;Kitas
Naujininkai;Mindaugo Balavako g.;Vilnius;nan;No;Kitas
Naujininkai;Miškinių Sodų g. ;Vilnius;29;No;Sodas
Naujininkai;Miškinių Sodų 1-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Miškinių Sodų 2-oji g. ;Vilnius;18;No;Sodas
Naujininkai;Molynės g. ;Vilnius;24;No;Kitas
Naujininkai;Motorų g. ;Vilnius;21;No;Kitas
Naujininkai;Naujininkų g. ;Vilnius;29 ;29 iš 33*;Kitas
Naujininkai;Navasiškių g. ;Vilnius;28;No;Kitas
Naujininkai;Nemėžėlės g. ;Vilnius;8;No;Kitas
Naujininkai;Oreivių g.;Vilnius;nan;No;Kitas
Naujininkai;Pabarės g. ;Vilnius;12;No;Kitas
Naujininkai;Pakupečių g. ;Vilnius;16;No;Kitas
Naujininkai;Palionių g. ;Vilnius;13;No;Kitas
Naujininkai;Panevėžio g. ;Vilnius;25;No;Kitas
Naujininkai;Pelesos g. ;Vilnius;20 ;20 iš 40*;Kitas
Naujininkai;Perlamo g.;Vilnius;nan;No;Kitas
Naujininkai;Perlojos g. ;Vilnius;14;No;Kitas
Naujininkai;Petro Joniko g. ;Vilnius;10;No;Kitas
Naujininkai;Pilikonių g. ;Vilnius;31;No;Kitas
Naujininkai;Pivašiūnų g. ;Vilnius;6;No;Kitas
Naujininkai;Povų g. ;Vilnius;19;No;Kitas
Naujininkai;Pranciškaus Žvirkos g. ;Vilnius;7;No;Kitas
Naujininkai;Prano Skardžiaus g. ;Vilnius;12;No;Kitas
Naujininkai;Prūsų g. ;Vilnius;19;No;Kitas
Naujininkai;Pumpurų g. ;Vilnius;23;No;Kitas
Naujininkai;Pupinės g. ;Vilnius;14;No;Kitas
Naujininkai;Pustabalių g. ;Vilnius;6;No;Kitas
Naujininkai;Raistelių g. ;Vilnius;15 ;15 iš 18*;Kitas
Naujininkai;Ričardo Rabavičiaus g.;Vilnius;nan;No;Kitas
Naujininkai;Riešutų g. ;Vilnius;12;No;Kitas
Naujininkai;Ringės g. ;Vilnius;17;No;Kitas
Naujininkai;Rodūnios kelias ;Vilnius;32;No;Kitas
Naujininkai;Rodūnios Sodų 1-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Rodūnios Sodų 10-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Rodūnios Sodų 11-oji g. ;Vilnius;12;No;Sodas
Naujininkai;Rodūnios Sodų 12-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Rodūnios Sodų 13-oji g. ;Vilnius;5;No;Sodas
Naujininkai;Rodūnios Sodų 14-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Rodūnios Sodų 15-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Rodūnios Sodų 16-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Rodūnios Sodų 17-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Rodūnios Sodų 18-oji g. ;Vilnius;7;No;Sodas
Naujininkai;Rodūnios Sodų 19-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Rodūnios Sodų 2-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Rodūnios Sodų 20-oji g. ;Vilnius;4;No;Sodas
Naujininkai;Rodūnios Sodų 21-oji g. ;Vilnius;3;No;Sodas
Naujininkai;Rodūnios Sodų 22-oji g. ;Vilnius;3;No;Sodas
Naujininkai;Rodūnios Sodų 23-ioji g. ;Vilnius;2;No;Sodas
Naujininkai;Rodūnios Sodų 24-oji g. ;Vilnius;4;No;Sodas
Naujininkai;Rodūnios Sodų 3-ioji g. ;Vilnius;9;No;Sodas
Naujininkai;Rodūnios Sodų 4-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Rodūnios Sodų 5-oji g. ;Vilnius;7;No;Sodas
Naujininkai;Rodūnios Sodų 6-oji g. ;Vilnius;10;No;Sodas
Naujininkai;Rodūnios Sodų 7-oji g. ;Vilnius;4;No;Sodas
Naujininkai;Rodūnios Sodų 8-oji g. ;Vilnius;2;No;Sodas
Naujininkai;Rodūnios Sodų 9-oji g. ;Vilnius;5;No;Sodas
Naujininkai;Rudaminos g. ;Vilnius;9;No;Kitas
Naujininkai;Sakalaičių g. ;Vilnius;12;No;Kitas
Naujininkai;Sakalaičių Sodų 1-oji g. ;Vilnius;14;No;Sodas
Naujininkai;Sakalaičių Sodų 10-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Sakalaičių Sodų 11-oji g. ;Vilnius;9;No;Sodas
Naujininkai;Sakalaičių Sodų 12-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Sakalaičių Sodų 2-oji g. ;Vilnius;27;No;Sodas
Naujininkai;Sakalaičių Sodų 3-ioji g. ;Vilnius;27;No;Sodas
Naujininkai;Sakalaičių Sodų 4-oji g. ;Vilnius;62;No;Sodas
Naujininkai;Sakalaičių Sodų 5-oji g. ;Vilnius;64;No;Sodas
Naujininkai;Sakalaičių Sodų 6-oji g. ;Vilnius;51;No;Sodas
Naujininkai;Sakalaičių Sodų 7-oji g. ;Vilnius;44;No;Sodas
Naujininkai;Sakalaičių Sodų 8-oji g. ;Vilnius;50;No;Sodas
Naujininkai;Sakalaičių Sodų 9-oji g. ;Vilnius;42;No;Sodas
Naujininkai;Salininkų g. ;Vilnius;96;No;Kitas
Naujininkai;Salininkų Sodų 1-oji g. ;Vilnius;20;No;Sodas
Naujininkai;Salininkų Sodų 10-oji g. ;Vilnius;15;No;Sodas
Naujininkai;Salininkų Sodų 11-oji g. ;Vilnius;8;No;Sodas
Naujininkai;Salininkų Sodų 12-oji g. ;Vilnius;13;No;Sodas
Naujininkai;Salininkų Sodų 14-oji g. ;Vilnius;3;No;Sodas
Naujininkai;Salininkų Sodų 15-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Salininkų Sodų 16-oji g. ;Vilnius;3;No;Sodas
Naujininkai;Salininkų Sodų 17-oji g. ;Vilnius;4;No;Sodas
Naujininkai;Salininkų Sodų 2-oji g. ;Vilnius;23;No;Sodas
Naujininkai;Salininkų Sodų 3-ioji g. ;Vilnius;27;No;Sodas
Naujininkai;Salininkų Sodų 4-oji g. ;Vilnius;28;No;Sodas
Naujininkai;Salininkų Sodų 5-oji g. ;Vilnius;34;No;Sodas
Naujininkai;Salininkų Sodų 6-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Salininkų Sodų 7-oji g. ;Vilnius;11;No;Sodas
Naujininkai;Salininkų Sodų 8-oji g. ;Vilnius;4;No;Sodas
Naujininkai;Salininkų Sodų 9-oji g. ;Vilnius;6;No;Sodas
Naujininkai;Sartų g. ;Vilnius;5;No;Kitas
Naujininkai;Sebastijoniškių g. ;Vilnius;22;No;Kitas
Naujininkai;Skaisteros g. ;Vilnius;21;No;Kitas
Naujininkai;Sniego g. ;Vilnius;3;No;Kitas
Naujininkai;Sparno g. ;Vilnius;5;No;Kitas
Naujininkai;Spenglos g. ;Vilnius;12;No;Kitas
Naujininkai;Stanislovo Orlavičiaus g.;Vilnius;nan;No;Kitas
Naujininkai;Stasio Samalavičiaus g. ;Vilnius;3;No;Kitas
Naujininkai;Šalčininkų g. ;Vilnius;38;No;Kitas
Naujininkai;Šalčios g. ;Vilnius;13;No;Kitas
Naujininkai;Šaltkalvių g. ;Vilnius;35;No;Kitas
Naujininkai;Šumsko g. ;Vilnius;12;No;Kitas
Naujininkai;Tabariškių g. ;Vilnius;11;No;Kitas
Naujininkai;Tarpkalnio g. ;Vilnius;36;No;Kitas
Naujininkai;Telšių g. ;Vilnius;19;No;Kitas
Naujininkai;Tyzenhauzų g. ;Vilnius;45 ;45 iš 59*;Kitas
Naujininkai;Trobų g. ;Vilnius;5;No;Kitas
Naujininkai;Tunelio g. ;Vilnius;24;No;Kitas
Naujininkai;Upelio g. ;Vilnius;14;No;Kitas
Naujininkai;Užusienio g. ;Vilnius;127;No;Kitas
Naujininkai;Vaikų g. ;Vilnius;25;No;Kitas
Naujininkai;Vaivorykštės g. ;Vilnius;12;No;Kitas
Naujininkai;Valakų g. ;Vilnius;18;No;Kitas
Naujininkai;Varėnos g. ;Vilnius;15;No;Kitas
Naujininkai;Versekos g. ;Vilnius;12;No;Kitas
Naujininkai;Vikingų g. ;Vilnius;3;No;Kitas
Naujininkai;Visinčios g. ;Vilnius;6;No;Kitas
Naujininkai;Vyšnių g. ;Vilnius;6;No;Kitas
Naujininkai;Vladimiro Toporovo g. ;Vilnius;3;No;Kitas
Naujininkai;Zanavykų g. ;Vilnius;11;No;Kitas
Naujininkai;Zervynų g. ;Vilnius;6;No;Kitas
Naujininkai;Zigmo Gėlės g. ;Vilnius;20;No;Kitas
Naujininkai;Zuikių g. ;Vilnius;10 ;10 iš 35*;Kitas
Naujininkai;Žadiškių g. ;Vilnius;1;No;Kitas
Naujininkai;Žaliojo Kelio 1-oji g. ;Vilnius;14;No;Kitas
Naujininkai;Žaliojo Kelio 2-oji g. ;Vilnius;17;No;Kitas
Naujininkai;Žirnių g. ;Vilnius;36;No;Kitas
Naujininkai;Žiūrų g. ;Vilnius;23;No;Kitas
Naujininkai;Žižmos g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;Jūrotiškių g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;Justino Staugaičio g. ;Vilnius;31;No;Kitas
Naujoji Vilnia;K. Čibiro g. ;Vilnius;17;No;Kitas
Naujoji Vilnia;K. Jakubėno g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;K. Stašio g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;Kalnėnų g. ;Vilnius;80;No;Kitas
Naujoji Vilnia;Kalno g. ;Vilnius;61 ;61 iš 96*;Kitas
Naujoji Vilnia;Kampo g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Kaniaviškių g. ;Vilnius;21;No;Kitas
Naujoji Vilnia;Karelų g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Karklėnų g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Karklų g. ;Vilnius;37;No;Kitas
Naujoji Vilnia;Katkų g. ;Vilnius;2;No;Kitas
Naujoji Vilnia;Kazio Bizausko g. ;Vilnius;73;No;Kitas
Naujoji Vilnia;Keltų g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Kijevo g. ;Vilnius;1;No;Kitas
Naujoji Vilnia;Kiminų g. ;Vilnius;21;No;Kitas
Naujoji Vilnia;Kirtavietės g. ;Vilnius;7;No;Kitas
Naujoji Vilnia;Kišiniovo g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Kyvės g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Klonių g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Kroatų g. ;Vilnius;28;No;Kitas
Naujoji Vilnia;Kučkuriškių g. ;Vilnius;5;No;Kitas
Naujoji Vilnia;Kuodiškių g. ;Vilnius;24;No;Kitas
Naujoji Vilnia;Kurapkų g. ;Vilnius;31;No;Kitas
Naujoji Vilnia;Lazūnų g. ;Vilnius;3;No;Kitas
Naujoji Vilnia;Leonardo Palevičiaus g. ;Vilnius;24;No;Kitas
Naujoji Vilnia;Levidonių g. ;Vilnius;52;No;Kitas
Naujoji Vilnia;Liepto g. ;Vilnius;15;No;Kitas
Naujoji Vilnia;Linksmoji g. ;Vilnius;49;No;Kitas
Naujoji Vilnia;Linų g. ;Vilnius;12;No;Kitas
Naujoji Vilnia;Lipniškių g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Liškiavos g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Lyvių g. ;Vilnius;12;No;Kitas
Naujoji Vilnia;Lukšinės g. ;Vilnius;32;No;Kitas
Naujoji Vilnia;M. Balinskio g. ;Vilnius;12;No;Kitas
Naujoji Vilnia;M. Davainio-Silvestraičio g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;M. Šikšnio g. ;Vilnius;71;No;Kitas
Naujoji Vilnia;Maltiečių g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Martyno Yčo g. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Mečislovo Reinio g. ;Vilnius;34;No;Kitas
Naujoji Vilnia;Medaus g. ;Vilnius;39;No;Kitas
Naujoji Vilnia;Medonešio g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;Meškonių g. ;Vilnius;1;No;Kitas
Naujoji Vilnia;Mickūnų g. ;Vilnius;15;No;Kitas
Naujoji Vilnia;Migūnų g. ;Vilnius;8;No;Kitas
Naujoji Vilnia;Mykolo Krupavičiaus g. ;Vilnius;32;No;Kitas
Naujoji Vilnia;Mindaugo Tomonio g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Minsko pl. ;Vilnius;24 ;24 iš 57*;Kitas
Naujoji Vilnia;Mirtų g. ;Vilnius;25;No;Kitas
Naujoji Vilnia;Moldovos g. ;Vilnius;25;No;Kitas
Naujoji Vilnia;Mūrinė g. ;Vilnius;30;No;Kitas
Naujoji Vilnia;Nasturtų g. ;Vilnius;23;No;Kitas
Naujoji Vilnia;Naujoji g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Nendrių g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Norberto Vėliaus g. ;Vilnius;15;No;Kitas
Naujoji Vilnia;Norvegų g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;P. B. Šivickio g. ;Vilnius;37;No;Kitas
Naujoji Vilnia;P. Žižmaro g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Paeglinės g. ;Vilnius;25;No;Kitas
Naujoji Vilnia;Paeglinės Sodų 1-oji g. ;Vilnius;40;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 10-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 2-oji g. ;Vilnius;27;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 3-ioji g. ;Vilnius;6;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 4-oji g. ;Vilnius;20;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 5-oji g. ;Vilnius;31;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 6-oji g. ;Vilnius;19;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 7-oji g. ;Vilnius;18;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 8-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Paeglinės Sodų 9-oji g. ;Vilnius;20;No;Sodas
Naujoji Vilnia;Palaukės g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Palydovo g. ;Vilnius;104;No;Kitas
Naujoji Vilnia;Pamiškio g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Paparčių g. ;Vilnius;25;No;Kitas
Naujoji Vilnia;Parko g. ;Vilnius;69;No;Kitas
Naujoji Vilnia;Pavėsio g. ;Vilnius;15;No;Kitas
Naujoji Vilnia;Pavilnio g. ;Vilnius;14 ;14 iš 16*;Kitas
Naujoji Vilnia;Pavilnio Sodų 1-oji g. ;Vilnius;21;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 10-oji g. ;Vilnius;17;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 11-oji g. ;Vilnius;22;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 12-oji g. ;Vilnius;15;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 13-oji g. ;Vilnius;13;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 14-oji g. ;Vilnius;15;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 15-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 16-oji g. ;Vilnius;17;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 17-oji g. ;Vilnius;47;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 18-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 19-oji g. ;Vilnius;32;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 2-oji g. ;Vilnius;24;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 20-oji g. ;Vilnius;27;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 21-oji g. ;Vilnius;9;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 22-oji g. ;Vilnius;12;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 3-ioji g. ;Vilnius;21;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 4-oji g. ;Vilnius;41;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 5-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 6-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 7-oji g. ;Vilnius;16;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 8-oji g. ;Vilnius;34;No;Sodas
Naujoji Vilnia;Pavilnio Sodų 9-oji g. ;Vilnius;9;No;Sodas
Naujoji Vilnia;Pempių g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;Pempių Sodų g. ;Vilnius;21;No;Sodas
Naujoji Vilnia;Pempių Sodų 1-oji g. ;Vilnius;19;No;Sodas
Naujoji Vilnia;Pempių Sodų 2-oji g. ;Vilnius;37;No;Sodas
Naujoji Vilnia;Pempių Sodų 3-ioji g. ;Vilnius;18;No;Sodas
Naujoji Vilnia;Pergalės g. ;Vilnius;42;No;Kitas
Naujoji Vilnia;Petro Babickio g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Petro Leono g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Plynės g. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Plytų g. ;Vilnius;17;No;Kitas
Naujoji Vilnia;Portugalų g. ;Vilnius;24;No;Kitas
Naujoji Vilnia;Povilo Plechavičiaus g. ;Vilnius;6;No;Kitas
Naujoji Vilnia;Pramonės g. ;Vilnius;142;No;Kitas
Naujoji Vilnia;Prancūzų g. ;Vilnius;26;No;Kitas
Naujoji Vilnia;Prano Dovydaičio g. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Priekalo g. ;Vilnius;3;No;Kitas
Naujoji Vilnia;Pūčkorių g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Punios g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;R. Mackonio g. ;Vilnius;19;No;Kitas
Naujoji Vilnia;Raigardo g. ;Vilnius;5;No;Kitas
Naujoji Vilnia;Rakonių g. ;Vilnius;29;No;Kitas
Naujoji Vilnia;Retkonių g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;Riešutynės g. ;Vilnius;33;No;Kitas
Naujoji Vilnia;Rimdžiūnų g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Rytų g. ;Vilnius;49;No;Kitas
Naujoji Vilnia;Rokantiškių g. ;Vilnius;29 ;29 iš 82*;Kitas
Naujoji Vilnia;Rokantos g. ;Vilnius;9;No;Kitas
Naujoji Vilnia;Rugiagėlių g. ;Vilnius;23;No;Kitas
Naujoji Vilnia;Rukainių g. ;Vilnius;61 ;61 iš 62*;Kitas
Naujoji Vilnia;Rumunų g. ;Vilnius;2;No;Kitas
Naujoji Vilnia;S. Raštikio g. ;Vilnius;28;No;Kitas
Naujoji Vilnia;Saliamono Banaičio g. ;Vilnius;17;No;Kitas
Naujoji Vilnia;Samalaukės g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Samių g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Saulenių g. ;Vilnius;2;No;Kitas
Naujoji Vilnia;Savičiūnų g. ;Vilnius;21;No;Kitas
Naujoji Vilnia;Skaidiškių g. ;Vilnius;17;No;Kitas
Naujoji Vilnia;Skardžio g. ;Vilnius;21;No;Kitas
Naujoji Vilnia;Skydo g. ;Vilnius;19;No;Kitas
Naujoji Vilnia;Slovėnų g. ;Vilnius;4;No;Kitas
Naujoji Vilnia;Smurgainių g. ;Vilnius;8;No;Kitas
Naujoji Vilnia;Sodelių g. ;Vilnius;5;No;Kitas
Naujoji Vilnia;Sodžiaus g. ;Vilnius;45;No;Kitas
Naujoji Vilnia;Stanislovo Narutavičiaus g. ;Vilnius;43;No;Kitas
Naujoji Vilnia;Stasio Antano Bačkio g. ;Vilnius;28;No;Kitas
Naujoji Vilnia;Stasio Lozoraičio g. ;Vilnius;42;No;Kitas
Naujoji Vilnia;Stasio Šalkausko g. ;Vilnius;7;No;Kitas
Naujoji Vilnia;Stasio Šilingo g. ;Vilnius;80;No;Kitas
Naujoji Vilnia;Stepono Batoro g. ;Vilnius;39 ;39 iš 103*;Kitas
Naujoji Vilnia;Strielčiukų g. ;Vilnius;38;No;Kitas
Naujoji Vilnia;Suomių g. ;Vilnius;14;No;Kitas
Naujoji Vilnia;Svajos g. ;Vilnius;40;No;Kitas
Naujoji Vilnia;Svyrių g. ;Vilnius;5;No;Kitas
Naujoji Vilnia;Šalavijų g. ;Vilnius;1;No;Kitas
Naujoji Vilnia;Šatrininkų g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Šiaurės g. ;Vilnius;54;No;Kitas
Naujoji Vilnia;Šiaurės Sodų 1-oji g. ;Vilnius;55;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 2-oji g. ;Vilnius;11;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 3-ioji g. ;Vilnius;62;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 4-oji g. ;Vilnius;88;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 5-oji g. ;Vilnius;40;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 6-oji g. ;Vilnius;39;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 7-oji g. ;Vilnius;21;No;Sodas
Naujoji Vilnia;Šiaurės Sodų 8-oji g. ;Vilnius;12;No;Sodas
Naujoji Vilnia;Širšių g. ;Vilnius;8;No;Kitas
Naujoji Vilnia;Škotų g. ;Vilnius;36;No;Kitas
Naujoji Vilnia;Švarioji g. ;Vilnius;24;No;Kitas
Naujoji Vilnia;Švedų g. ;Vilnius;22;No;Kitas
Naujoji Vilnia;Šveicarų g. ;Vilnius;15;No;Kitas
Naujoji Vilnia;Švendubrės g. ;Vilnius;11;No;Kitas
Naujoji Vilnia;Taboro g. ;Vilnius;3;No;Kitas
Naujoji Vilnia;Tako g. ;Vilnius;13;No;Kitas
Naujoji Vilnia;Taugotiškių g. ;Vilnius;31;No;Kitas
Naujoji Vilnia;Tolimoji g. ;Vilnius;54;No;Kitas
Naujoji Vilnia;Tolimosios Sodų g. ;Vilnius;46;No;Sodas
Naujoji Vilnia;Tolimosios Sodų 1-oji g. ;Vilnius;26;No;Sodas
Naujoji Vilnia;Tolimosios Sodų 2-oji g. ;Vilnius;35;No;Sodas
Naujoji Vilnia;Tolimosios Sodų 3-ioji g. ;Vilnius;14;No;Sodas
Naujoji Vilnia;Tolimosios Sodų 4-oji g. ;Vilnius;34;No;Sodas
Naujoji Vilnia;Topolių g. ;Vilnius;12;No;Kitas
Naujoji Vilnia;Tremtinių g. ;Vilnius;10;No;Kitas
Naujoji Vilnia;Tulpių g. ;Vilnius;5;No;Kitas
Naujoji Vilnia;Tuputiškių g. ;Vilnius;37;No;Kitas
Naujoji Vilnia;Turmanto g.;Vilnius;nan;No;Kitas
Naujoji Vilnia;Ukrainiečių g. ;Vilnius;34;No;Kitas
