Laikotarpis;Rodiklis;Administracinė teritorija;Gyvenamoji vietovė;Matavimo vienetai;Reikšmė
2008;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;32.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;39.4
2010;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;40.6
2011;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;42.1
2012;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;42.8
2013;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;43.2
2014;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;45.1
2015;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;46.2
2016;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;47.6
2017;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;49.3
2018;Naudingasis plotas, tenkantis vienam gyventojui;Alytaus r. sav.;Kaimas;m²;49.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;
1996;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;
1997;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;
1998;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;
1999;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;
2000;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;24.8
2001;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;26.1
2002;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;26.2
2003;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;24.5
2004;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;24.3
2005;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;25.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;25.8
2007;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;26.3
2008;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;28.0
2009;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;34.4
2010;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;35.3
2011;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;37.0
2012;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;37.0
2013;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;37.3
2014;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;39.3
2015;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;39.8
2016;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;40.3
2017;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;41.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Druskininkų sav.;Kaimas;m²;42.1
1995;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;25.8
1996;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;26.1
1997;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;26.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;26.5
1999;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;27.0
2000;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;28.5
2001;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;28.8
2002;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;29.7
2003;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;30.2
2004;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;31.0
2005;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;31.9
2006;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;32.7
2007;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;33.8
2008;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;34.5
2009;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;34.0
2010;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;34.8
2011;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;36.1
2012;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;36.9
2013;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;37.7
2014;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;39.7
2015;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;40.5
2016;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;41.8
2017;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;43.5
2018;Naudingasis plotas, tenkantis vienam gyventojui;Lazdijų r. sav.;Kaimas;m²;44.7
1995;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;27.4
1996;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;27.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;27.0
1998;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;27.3
1999;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;27.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;30.3
2001;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;30.6
2002;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;31.0
2003;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;31.5
2004;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;32.3
2005;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;33.3
2006;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;34.3
2007;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;34.9
2008;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;35.8
2009;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;39.8
2010;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;41.2
2011;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;43.0
2012;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;44.4
2013;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;45.4
2014;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;47.7
2015;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;49.1
2016;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;50.4
2017;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;52.3
2018;Naudingasis plotas, tenkantis vienam gyventojui;Varėnos r. sav.;Kaimas;m²;53.5
1995;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
1996;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
1997;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
1998;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
1999;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
2000;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;
2001;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;31.7
2002;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;32.2
2003;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;32.4
2004;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;32.5
2005;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;33.4
2006;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;33.8
2007;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;34.5
2008;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;35.1
2009;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;36.3
2010;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;36.7
2011;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;37.8
2012;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;38.3
2013;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;39.1
2014;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;39.5
2015;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;39.9
2016;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;40.7
2017;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;31.2
2018;Naudingasis plotas, tenkantis vienam gyventojui;Birštono sav.;Kaimas;m²;32.2
1995;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;23.7
1996;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;23.0
1997;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;22.4
1998;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;22.5
1999;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;22.5
2000;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;24.2
2001;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;24.1
2002;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;24.2
2003;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.4
2004;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.5
2005;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.9
2006;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.5
2007;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.8
2008;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;21.8
2009;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;35.7
2010;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;36.9
2011;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;39.5
2012;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;40.1
2013;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;40.9
2014;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;43.0
2015;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;44.0
2016;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;44.3
2017;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;44.5
2018;Naudingasis plotas, tenkantis vienam gyventojui;Jonavos r. sav.;Kaimas;m²;44.9
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;25.4
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;25.6
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.3
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.0
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;25.7
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;25.8
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.5
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.6
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.1
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.4
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;26.7
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;27.0
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;27.4
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;30.3
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;31.1
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;32.8
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;33.4
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;34.1
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;36.0
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;36.9
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;37.7
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;38.9
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kaišiadorių r. sav.;Kaimas;m²;39.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kauno m. sav.;Kaimas;m²;
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.6
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.6
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.5
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.3
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.7
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;22.9
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.3
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.0
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.0
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.1
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.2
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;23.6
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;24.0
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;36.3
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;36.8
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;38.3
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;38.2
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;37.8
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;39.9
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;40.7
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;41.5
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;42.8
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kauno r. sav.;Kaimas;m²;42.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;24.2
1996;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;24.3
1997;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;24.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;24.3
1999;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;24.6
2000;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;25.6
2001;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;25.2
2002;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;25.3
2003;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;25.7
2004;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;26.4
2005;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;27.4
2006;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;28.0
2007;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;28.4
2008;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;28.7
2009;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;31.9
2010;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;33.0
2011;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;34.8
2012;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;35.7
2013;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;36.8
2014;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;38.7
2015;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;39.6
2016;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;40.4
2017;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;41.8
2018;Naudingasis plotas, tenkantis vienam gyventojui;Kėdainių r. sav.;Kaimas;m²;42.7
1995;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;25.6
1996;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;25.7
1997;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;25.6
1998;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;27.2
1999;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;27.4
2000;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;30.1
2001;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;27.5
2002;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;27.8
2003;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;28.3
2004;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;28.8
2005;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;29.7
2006;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;30.4
2007;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;31.3
2008;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;31.8
2009;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;34.8
2010;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;35.9
2011;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;37.5
2012;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;38.1
2013;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;38.6
2014;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;40.0
2015;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;40.9
2016;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;41.9
2017;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;43.2
2018;Naudingasis plotas, tenkantis vienam gyventojui;Prienų r. sav.;Kaimas;m²;44.1
1995;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;20.7
1996;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;20.9
1997;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;21.1
1998;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;22.3
1999;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;22.5
2000;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;23.2
2001;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;23.3
2002;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;23.7
2003;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;24.1
2004;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;24.6
2005;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;25.2
2006;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;25.6
2007;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;26.1
2008;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;26.6
2009;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;27.6
2010;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;28.5
2011;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;29.7
2012;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;30.5
2013;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;31.0
2014;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;32.6
2015;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;33.4
2016;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;34.1
2017;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;35.5
2018;Naudingasis plotas, tenkantis vienam gyventojui;Raseinių r. sav.;Kaimas;m²;36.4
1995;Naudingasis plotas, tenkantis vienam gyventojui;Klaipėdos m. sav.;Kaimas;m²;
