;Laikotarpis;Administracinė teritorija;population;Amžius;women;proportion;population_women;population_men
8128;2018;Prienų r. sav.;26492.0;5–9;984.0;0.49186991869918695;13030.617886178861;13461.382113821139
8129;2018;Prienų r. sav.;26492.0;10–14;982.0;0.4908350305498982;13003.201629327903;13488.798370672097
8130;2018;Prienų r. sav.;26492.0;15–19;984.0;0.49186991869918695;13030.617886178861;13461.382113821139
8131;2018;Prienų r. sav.;26492.0;20–24;850.0;0.4117647058823529;10908.470588235294;15583.529411764706
8132;2018;Prienų r. sav.;26492.0;25–29;813.0;0.3849938499384994;10199.257072570726;16292.742927429274
8133;2018;Prienų r. sav.;26492.0;30–34;855.0;0.41520467836257313;10999.602339181287;15492.397660818713
8134;2018;Prienų r. sav.;26492.0;35–39;936.0;0.4658119658119658;12340.290598290598;14151.709401709402
8135;2018;Prienų r. sav.;26492.0;40–44;978.0;0.4887525562372188;12948.032719836401;13543.967280163599
8136;2018;Prienų r. sav.;26492.0;45–49;1006.0;0.5029821073558648;13325.00198807157;13166.99801192843
8137;2018;Prienų r. sav.;26492.0;50–54;994.0;0.49698189134808857;13166.044265593562;13325.955734406438
8138;2018;Prienų r. sav.;26492.0;55–59;1053.0;0.5251661918328585;13912.702754036087;12579.297245963913
8139;2018;Prienų r. sav.;26492.0;60–64;1120.0;0.5535714285714286;14665.214285714286;11826.785714285714
8140;2018;Prienų r. sav.;26492.0;65–69;1302.0;0.6159754224270353;16318.420890937019;10173.579109062981
8141;2018;Prienų r. sav.;26492.0;70–74;1563.0;0.6801023672424824;18017.271912987842;8474.728087012158
8142;2018;Prienų r. sav.;26492.0;75 ir vyresni;2291.0;0.7817546922741161;20710.245307725883;5781.754692274117
8143;2019;Prienų r. sav.;26112.0;Iš viso pagal amžių;1106.0;0.5479204339963833;14307.298372513562;11804.701627486438
8144;2019;Prienų r. sav.;26112.0;0–4;921.0;0.4571118349619978;11936.104234527687;14175.895765472313
8145;2019;Prienų r. sav.;26112.0;5–9;981.0;0.490316004077472;12803.13149847095;13308.86850152905
8146;2019;Prienų r. sav.;26112.0;10–14;944.0;0.4703389830508474;12281.491525423728;13830.508474576272
8147;2019;Prienų r. sav.;26112.0;15–19;1007.0;0.5034756703078451;13146.756703078452;12965.243296921548
8148;2019;Prienų r. sav.;26112.0;20–24;850.0;0.4117647058823529;10752.0;15360.0
8149;2019;Prienų r. sav.;26112.0;25–29;808.0;0.3811881188118812;9953.584158415842;16158.415841584158
8150;2019;Prienų r. sav.;26112.0;30–34;773.0;0.3531694695989651;9221.961190168176;16890.03880983182
8151;2019;Prienų r. sav.;26112.0;35–39;941.0;0.4686503719447397;12237.398512221043;13874.601487778957
8152;2019;Prienų r. sav.;26112.0;40–44;963.0;0.48078920041536866;12554.367601246106;13557.632398753894
8153;2019;Prienų r. sav.;26112.0;45–49;976.0;0.4877049180327869;12734.950819672133;13377.049180327867
8154;2019;Prienų r. sav.;26112.0;50–54;1012.0;0.5059288537549407;13210.81422924901;12901.18577075099
8155;2019;Prienų r. sav.;26112.0;55–59;1071.0;0.5331465919701214;13921.52380952381;12190.47619047619
8156;2019;Prienų r. sav.;26112.0;60–64;1109.0;0.5491433724075744;14339.231740306583;11772.768259693417
8157;2019;Prienų r. sav.;26112.0;65–69;1272.0;0.6069182389937107;15847.849056603773;10264.150943396227
8158;2019;Prienų r. sav.;26112.0;70–74;1539.0;0.6751137102014295;17628.569200779726;8483.430799220274
8159;2019;Prienų r. sav.;26112.0;75 ir vyresni;2323.0;0.7847610848041326;20491.681446405513;5620.318553594487
8245;2001;Raseinių r. sav.;44177.0;Iš viso pagal amžių;1119.0;0.5531724754244862;24437.50044682753;19739.49955317247
8246;2001;Raseinių r. sav.;44177.0;0–4;968.0;0.48347107438016534;21358.301652892565;22818.698347107435
