Laikotarpis;Rodiklis;Administracinė teritorija;Matavimo vienetai;Reikšmė
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;10.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;17.1
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;14.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;13.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;14.3
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;12.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;11.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;11.2
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;11.5
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Joniškio r. sav.;proc.;12.5
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;7.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;10.0
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;9.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;14.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;17.7
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;17.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;12.8
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;12.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;8.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;6.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;5.3
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;6.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;12.7
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;20.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;17.9
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;17.6
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;17.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;15.0
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;14.1
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;13.5
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;13.4
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Kelmės r. sav.;proc.;14.2
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;3.8
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;4.8
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;6.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;10.3
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;11.4
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;10.0
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;7.8
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;5.8
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;3.1
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;3.0
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;3.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;3.3
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;9.4
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;13.4
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;11.3
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;11.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;11.5
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;9.9
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;9.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;8.9
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;8.8
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pakruojo r. sav.;proc.;8.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;6.0
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;7.0
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;14.6
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;14.0
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.8
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;8.3
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;6.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;4.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;3.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;3.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;3.0
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;9.3
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;14.4
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;13.1
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;12.7
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;12.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;11.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.9
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.7
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.2
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Radviliškio r. sav.;proc.;10.3
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.5
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;7.5
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;11.4
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;14.0
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;14.2
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;9.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;6.7
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.0
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;2.8
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;2.1
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;2.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;3.0
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;10.1
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;13.9
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;10.7
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;9.1
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;8.1
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;6.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.7
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.3
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.3
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių m. sav.;proc.;5.8
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;6.4
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;8.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;13.1
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;16.1
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;16.3
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;13.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;9.8
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;7.1
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;4.3
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;3.3
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;3.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;3.0
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;9.4
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;15.3
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;12.5
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;11.2
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;11.0
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;9.3
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;8.4
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;7.9
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;7.7
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šiaulių r. sav.;proc.;8.7
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;6.8
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;9.0
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;11.6
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;15.7
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;18.5
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;17.4
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;14.9
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;13.6
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;10.5
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;7.9
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;6.7
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;6.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;11.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;18.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;15.8
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;16.7
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;16.4
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;15.6
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;14.6
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;13.4
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;13.3
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Jurbarko r. sav.;proc.;14.0
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;8.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;7.7
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;9.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;15.6
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;18.0
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;16.5
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;13.4
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;13.1
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;7.8
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;4.0
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;4.2
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;4.1
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;9.8
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;16.6
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;13.1
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;12.8
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;11.9
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;10.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;10.5
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;10.0
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;9.3
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Pagėgių sav.;proc.;9.1
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;5.2
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;5.6
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;5.8
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;8.7
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;10.5
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;9.8
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;8.5
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;8.7
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;6.9
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;5.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;4.5
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;4.6
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;9.6
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;17.0
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;11.3
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;9.4
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;8.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;8.2
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;7.9
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;7.5
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;6.7
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Šilalės r. sav.;proc.;6.7
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;6.8
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;6.3
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;7.9
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;12.9
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;15.0
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;12.9
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;11.1
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;9.5
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;5.6
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;3.5
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;3.1
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;3.4
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;11.0
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;16.8
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;15.2
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;15.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;14.8
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;13.4
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;11.9
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;10.8
2017;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;9.8
2018;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Tauragės r. sav.;proc.;9.6
1993;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;
1994;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;
1995;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;
1996;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;
1997;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;4.9
1998;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;5.8
1999;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;8.5
2000;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;13.5
2001;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;18.5
2002;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;19.6
2003;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;17.2
2004;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;15.4
2005;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;11.0
2006;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;6.6
2007;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;5.0
2008;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;4.8
2009;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;13.3
2010;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;21.5
2011;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;19.1
2012;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;17.3
2013;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;16.2
2014;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;14.0
2015;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;12.3
2016;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;Mažeikių r. sav.;proc.;11.0
