;neighbourhood;street;municipality;houses;str_type
1927;Verkiai;Balsių Sodų 10-oji g. ;Vilnius;45;Sodas
1928;Verkiai;Balsių Sodų 11-oji g. ;Vilnius;78;Sodas
1929;Verkiai;Balsių Sodų 12-oji g. ;Vilnius;29;Sodas
1930;Verkiai;Balsių Sodų 2-oji g. ;Vilnius;79;Sodas
1931;Verkiai;Balsių Sodų 3-ioji g. ;Vilnius;12;Sodas
1932;Verkiai;Balsių Sodų 4-oji g. ;Vilnius;13;Sodas
1933;Verkiai;Balsių Sodų 5-oji g. ;Vilnius;32;Sodas
1934;Verkiai;Balsių Sodų 6-oji g. ;Vilnius;44;Sodas
1935;Verkiai;Balsių Sodų 7-oji g. ;Vilnius;54;Sodas
1936;Verkiai;Balsių Sodų 8-oji g. ;Vilnius;70;Sodas
1937;Verkiai;Balsių Sodų 9-oji g. ;Vilnius;23;Sodas
1938;Verkiai;Baltadvario g. ;Vilnius;7;Kitas
1939;Verkiai;Baltų pr. ;Vilnius;1;Kitas
1940;Verkiai;Baltupio g. ;Vilnius;67;Kitas
1941;Verkiai;Benedikto Vainos g.;Vilnius;;Kitas
1942;Verkiai;Biochemikų g. ;Vilnius;16;Kitas
1943;Verkiai;Birelių g. ;Vilnius;55;Kitas
1944;Verkiai;Birelių Sodų g. ;Vilnius;32;Sodas
1945;Verkiai;Birelių Sodų 1-oji g. ;Vilnius;26;Sodas
1946;Verkiai;Birelių Sodų 10-oji g. ;Vilnius;21;Sodas
1947;Verkiai;Birelių Sodų 11-oji g. ;Vilnius;16;Sodas
1948;Verkiai;Birelių Sodų 12-oji g. ;Vilnius;35;Sodas
1949;Verkiai;Birelių Sodų 13-oji g. ;Vilnius;21;Sodas
1950;Verkiai;Birelių Sodų 14-oji g. ;Vilnius;25;Sodas
1951;Verkiai;Birelių Sodų 15-oji g. ;Vilnius;44;Sodas
1952;Verkiai;Birelių Sodų 16-oji g. ;Vilnius;11;Sodas
1953;Verkiai;Birelių Sodų 17-oji g. ;Vilnius;20;Sodas
1954;Verkiai;Birelių Sodų 18-oji g. ;Vilnius;17;Sodas
1955;Verkiai;Birelių Sodų 19-oji g. ;Vilnius;15;Sodas
1956;Verkiai;Birelių Sodų 2-oji g. ;Vilnius;14;Sodas
1957;Verkiai;Birelių Sodų 20-oji g. ;Vilnius;12;Sodas
1958;Verkiai;Birelių Sodų 21-oji g. ;Vilnius;11;Sodas
1959;Verkiai;Birelių Sodų 23-ioji g. ;Vilnius;33;Sodas
1960;Verkiai;Birelių Sodų 24-oji g. ;Vilnius;21;Sodas
1961;Verkiai;Birelių Sodų 25-oji g. ;Vilnius;14;Sodas
1962;Verkiai;Birelių Sodų 3-ioji g. ;Vilnius;8;Sodas
1963;Verkiai;Birelių Sodų 4-oji g. ;Vilnius;21;Sodas
1964;Verkiai;Birelių Sodų 5-oji g. ;Vilnius;61;Sodas
1965;Verkiai;Birelių Sodų 6-oji g. ;Vilnius;24;Sodas
1966;Verkiai;Birelių Sodų 7-oji g. ;Vilnius;24;Sodas
1967;Verkiai;Birelių Sodų 8-oji g. ;Vilnius;24;Sodas
1968;Verkiai;Birelių Sodų 9-oji g. ;Vilnius;21;Sodas
1969;Verkiai;Bitininkų g. ;Vilnius;37;Kitas
1970;Verkiai;Brastos g. ;Vilnius;59;Kitas
1971;Verkiai;Braškių g. ;Vilnius;21;Kitas
1972;Verkiai;Broniaus Krivicko g. ;Vilnius;27;Kitas
1973;Verkiai;Bubilo g. ;Vilnius;82;Kitas
1974;Verkiai;Bulvikio g. ;Vilnius;23;Kitas
1975;Verkiai;Butigeidžio g. ;Vilnius;3;Kitas
1976;Verkiai;Butvydo g. ;Vilnius;71;Kitas
1977;Verkiai;Dalios g. ;Vilnius;31;Kitas
1978;Verkiai;Dangeručio g. ;Vilnius;9;Kitas
1979;Verkiai;Daujoto g. ;Vilnius;2;Kitas
1980;Verkiai;Daumanto g. ;Vilnius;18;Kitas
1981;Verkiai;Dausprungo g. ;Vilnius;1;Kitas
1982;Verkiai;Dausų g. ;Vilnius;9;Kitas
1983;Verkiai;Didlaukio g. ;Vilnius;92 iš 104;Kitas
1984;Verkiai;Didžiųjų Gulbinų g. ;Vilnius;18;Kitas
1985;Verkiai;Draustinio g. ;Vilnius;4;Kitas
1986;Verkiai;Dundulio g. ;Vilnius;29;Kitas
1987;Verkiai;Dvariškių g. ;Vilnius;78;Kitas
1988;Verkiai;Dvaro g.;Vilnius;;Kitas
1989;Verkiai;Europos Parko g. ;Vilnius;230;Kitas
1990;Verkiai;Eustachijaus Valavičiaus g.;Vilnius;;Kitas
1991;Verkiai;Fizikų g. ;Vilnius;46;Kitas
1992;Verkiai;Gaižuvos g.;Vilnius;;Kitas
1993;Verkiai;Galuklonių g.;Vilnius;;Kitas
1994;Verkiai;Garšvėnų g. ;Vilnius;22;Kitas
1995;Verkiai;Geležinio Vilko g. ;Vilnius;2 iš 47;Kitas
1996;Verkiai;Girinio g. ;Vilnius;8;Kitas
1997;Verkiai;Grūšiakalnio g. ;Vilnius;70;Kitas
1998;Verkiai;Gulbinėlių g. ;Vilnius;111;Kitas
1999;Verkiai;Gulbinėlių Sodų 1-oji g. ;Vilnius;12;Sodas
2000;Verkiai;Gulbinų g. ;Vilnius;43;Kitas
2001;Verkiai;Henriko Radausko g. ;Vilnius;13;Kitas
2002;Verkiai;Išilginė g. ;Vilnius;9;Kitas
2003;Verkiai;Iždo g. ;Vilnius;18;Kitas
2004;Verkiai;J. Degutytės g. ;Vilnius;15;Kitas
2005;Verkiai;J. Franko g. ;Vilnius;30;Kitas
2006;Verkiai;J. Tallat-Kelpšos g. ;Vilnius;18;Kitas
2007;Verkiai;Jaunučio g. ;Vilnius;19;Kitas
2008;Verkiai;Jauronių g. ;Vilnius;29;Kitas
2009;Verkiai;Jeronimo Ralio g.;Vilnius;;Kitas
2010;Verkiai;Jeruzalės g. ;Vilnius;40;Kitas
2011;Verkiai;Jono Kairiūkščio g. ;Vilnius;16;Kitas
2012;Verkiai;Jono Kazlausko g. ;Vilnius;18;Kitas
2013;Verkiai;Jundos g. ;Vilnius;39;Kitas
2014;Verkiai;Juozapiškių g. ;Vilnius;61;Kitas
2015;Verkiai;Juozo Balčikonio g. ;Vilnius;2;Kitas
2016;Verkiai;Juozo Grušo g. ;Vilnius;33;Kitas
2017;Verkiai;Juozo Miltinio g. ;Vilnius;38;Kitas
2018;Verkiai;Juozo Pikčilingio g.;Vilnius;;Kitas
2019;Verkiai;Jurgio Bialozoro g.;Vilnius;;Kitas
2020;Verkiai;Jurgio Lebedžio g.;Vilnius;;Kitas
2021;Verkiai;Jurgio Radvilos g.;Vilnius;;Kitas
2022;Verkiai;Kalvarijų g. ;Vilnius;131 iš 349;Kitas
2023;Verkiai;Kalvarijų Sodų 1-oji g. ;Vilnius;4;Sodas
2024;Verkiai;Kalvarijų Sodų 11-oji g. ;Vilnius;8;Sodas
2025;Verkiai;Kalvarijų Sodų 2-oji g. ;Vilnius;29;Sodas
2026;Verkiai;Kalvarijų Sodų 3-ioji g. ;Vilnius;17;Sodas
2027;Verkiai;Kalvarijų Sodų 4-oji g. ;Vilnius;16;Sodas
2028;Verkiai;Kalvarijų Sodų 5-oji g. ;Vilnius;6;Sodas
2029;Verkiai;Kalvarijų Sodų 6-oji g. ;Vilnius;32;Sodas
2030;Verkiai;Kalvarijų Sodų 7-oji g. ;Vilnius;6;Sodas
2031;Verkiai;Kalvarijų Sodų 8-oji g. ;Vilnius;23;Sodas
2032;Verkiai;Kalvarijų Sodų 9-oji g. ;Vilnius;24;Sodas
2033;Verkiai;Karšuvos g. ;Vilnius;13;Kitas
2034;Verkiai;Kaukų g. ;Vilnius;57;Kitas
2035;Verkiai;Kazimiero Pelčaro g. ;Vilnius;1;Kitas
2036;Verkiai;Kazio Borutos g. ;Vilnius;42;Kitas
2037;Verkiai;Kazio Ulvydo g. ;Vilnius;3;Kitas
2038;Verkiai;Kirnio g.;Vilnius;;Kitas
2039;Verkiai;Kmitos g. ;Vilnius;46;Kitas
2040;Verkiai;Kolektyvo g. ;Vilnius;257;Kitas
2041;Verkiai;Korių g. ;Vilnius;64;Kitas
2042;Verkiai;Krakiškių g. ;Vilnius;80;Kitas
2043;Verkiai;Krakiškių Sodų 1-oji g. ;Vilnius;12;Sodas
2044;Verkiai;Krakiškių Sodų 10-oji g. ;Vilnius;50;Sodas
2045;Verkiai;Krakiškių Sodų 11-oji g. ;Vilnius;15;Sodas
2046;Verkiai;Krakiškių Sodų 12-oji g. ;Vilnius;30;Sodas
2047;Verkiai;Krakiškių Sodų 13-oji g. ;Vilnius;16;Sodas
2048;Verkiai;Krakiškių Sodų 14-oji g. ;Vilnius;23;Sodas
2049;Verkiai;Krakiškių Sodų 15-oji g. ;Vilnius;117;Sodas
2050;Verkiai;Krakiškių Sodų 16-oji g. ;Vilnius;70;Sodas
2051;Verkiai;Krakiškių Sodų 17-oji g. ;Vilnius;11;Sodas
2052;Verkiai;Krakiškių Sodų 18-oji g. ;Vilnius;12;Sodas
2053;Verkiai;Krakiškių Sodų 19-oji g. ;Vilnius;9;Sodas
2054;Verkiai;Krakiškių Sodų 2-oji g. ;Vilnius;51;Sodas
2055;Verkiai;Krakiškių Sodų 20-oji g. ;Vilnius;48;Sodas
2056;Verkiai;Krakiškių Sodų 21-oji g. ;Vilnius;16;Sodas
2057;Verkiai;Krakiškių Sodų 3-ioji g. ;Vilnius;15;Sodas
2058;Verkiai;Krakiškių Sodų 4-oji g. ;Vilnius;26;Sodas
2059;Verkiai;Krakiškių Sodų 5-oji g. ;Vilnius;14;Sodas
2060;Verkiai;Krakiškių Sodų 6-oji g. ;Vilnius;17;Sodas
2061;Verkiai;Krakiškių Sodų 7-oji g. ;Vilnius;15;Sodas
2062;Verkiai;Krakiškių Sodų 8-oji g. ;Vilnius;7;Sodas
2063;Verkiai;Krakiškių Sodų 9-oji g. ;Vilnius;15;Sodas
2064;Verkiai;Kremplių g. ;Vilnius;44;Kitas
2065;Verkiai;Kryžiokų g. ;Vilnius;420;Kitas
2066;Verkiai;Kryžiokų Sodų 1-oji g. ;Vilnius;57;Sodas
2067;Verkiai;Kryžiokų Sodų 10-oji g. ;Vilnius;57;Sodas
2068;Verkiai;Kryžiokų Sodų 11-oji g. ;Vilnius;53;Sodas
2069;Verkiai;Kryžiokų Sodų 12-oji g. ;Vilnius;118;Sodas
2070;Verkiai;Kryžiokų Sodų 13-oji g. ;Vilnius;53;Sodas
2071;Verkiai;Kryžiokų Sodų 2-oji g. ;Vilnius;144;Sodas
2072;Verkiai;Kryžiokų Sodų 3-ioji g. ;Vilnius;45;Sodas
2073;Verkiai;Kryžiokų Sodų 4-oji g. ;Vilnius;51;Sodas
2074;Verkiai;Kryžiokų Sodų 5-oji g. ;Vilnius;86;Sodas
2075;Verkiai;Kryžiokų Sodų 6-oji g. ;Vilnius;135;Sodas
2076;Verkiai;Kryžiokų Sodų 7-oji g. ;Vilnius;24;Sodas
2077;Verkiai;Kryžiokų Sodų 8-oji g. ;Vilnius;120;Sodas
2078;Verkiai;Kryžiokų Sodų 9-oji g. ;Vilnius;248;Sodas
2079;Verkiai;Kurklių g. ;Vilnius;6;Kitas
2080;Verkiai;Kviečių g. ;Vilnius;17;Kitas
2081;Verkiai;L. Giros g. ;Vilnius;2 iš 80;Kitas
2082;Verkiai;L. Steponaitienės g. ;Vilnius;5;Kitas
2083;Verkiai;Laimos g. ;Vilnius;28;Kitas
2084;Verkiai;Laukelių g. ;Vilnius;27;Kitas
2085;Verkiai;Laukų g. ;Vilnius;39;Kitas
2086;Verkiai;Laumių g. ;Vilnius;51;Kitas
2087;Verkiai;Lydimėlių g. ;Vilnius;8;Kitas
2088;Verkiai;Lobio g. ;Vilnius;35;Kitas
2089;Verkiai;M. Bukšos g. ;Vilnius;21;Kitas
2090;Verkiai;M. Indriliūno g. ;Vilnius;22;Kitas
2091;Verkiai;Maldininkų g.;Vilnius;;Kitas
2092;Verkiai;Marijos Horodničienės g. ;Vilnius;24;Kitas
2093;Verkiai;Maumedžių g. ;Vilnius;38;Kitas
2094;Verkiai;Mažųjų Gulbinų g.;Vilnius;;Kitas
2095;Verkiai;Miežių g. ;Vilnius;19;Kitas
2096;Verkiai;Mykolo Lietuvio g. ;Vilnius;2 iš 16;Kitas
2097;Verkiai;Mykolo Marcinkevičiaus g. ;Vilnius;66;Kitas
2098;Verkiai;Mokyklos g. ;Vilnius;63;Kitas
2099;Verkiai;Mokslininkų g. ;Vilnius;62;Kitas
2100;Verkiai;Molėtų pl. ;Vilnius;54;Kitas
2101;Verkiai;Nalšios g.;Vilnius;;Kitas
2102;Verkiai;Narimanto g.;Vilnius;;Kitas
2103;Verkiai;Naujakiemio g. ;Vilnius;51 iš 52;Kitas
2104;Verkiai;Naujanerių g. ;Vilnius;15;Kitas
2105;Verkiai;Naujanerių Sodų 1-oji g. ;Vilnius;51;Sodas
2106;Verkiai;Naujanerių Sodų 2-oji g. ;Vilnius;52;Sodas
2107;Verkiai;Naujanerių Sodų 3-ioji g. ;Vilnius;47;Sodas
2108;Verkiai;Naujanerių Sodų 4-oji g. ;Vilnius;41;Sodas
2109;Verkiai;Naujanerių Sodų 5-oji g. ;Vilnius;24;Sodas
2110;Verkiai;Naujanerių Sodų 6-oji g. ;Vilnius;47;Sodas
2111;Verkiai;Naujanerių Sodų 7-oji g. ;Vilnius;36;Sodas
2112;Verkiai;Naujanerių Sodų 8-oji g. ;Vilnius;44;Sodas
2113;Verkiai;Netimero g. ;Vilnius;52;Kitas
2114;Verkiai;Nolonių g. ;Vilnius;15;Kitas
2115;Verkiai;Noragiškių g. ;Vilnius;59;Kitas
2116;Verkiai;Norviliškių g.;Vilnius;;Kitas
2117;Verkiai;Numėjos g. ;Vilnius;39;Kitas
2118;Verkiai;Obelų g. ;Vilnius;20;Kitas
2119;Verkiai;Onos Miciūtės g. ;Vilnius;21;Kitas
2120;Verkiai;Ozo g. ;Vilnius;17 iš 38;Kitas
2121;Verkiai;Ožkinių g. ;Vilnius;117;Kitas
2122;Verkiai;Ožkinių Sodų 1-oji g. ;Vilnius;12;Sodas
2123;Verkiai;Ožkinių Sodų 11-oji g. ;Vilnius;23;Sodas
2124;Verkiai;Ožkinių Sodų 12-oji g. ;Vilnius;9;Sodas
2125;Verkiai;Ožkinių Sodų 13-oji g. ;Vilnius;10;Sodas
2126;Verkiai;Ožkinių Sodų 14-oji g. ;Vilnius;13;Sodas
2127;Verkiai;Ožkinių Sodų 2-oji g. ;Vilnius;25;Sodas
2128;Verkiai;Ožkinių Sodų 3-ioji g. ;Vilnius;10;Sodas
2129;Verkiai;Ožkinių Sodų 4-oji g. ;Vilnius;12;Sodas
2130;Verkiai;Ožkinių Sodų 5-oji g. ;Vilnius;22;Sodas
2131;Verkiai;Ožkinių Sodų 6-oji g. ;Vilnius;9;Sodas
2132;Verkiai;Ožkinių Sodų 7-oji g. ;Vilnius;14;Sodas
2133;Verkiai;Padvarės g. ;Vilnius;82;Kitas
2134;Verkiai;Pagubės g. ;Vilnius;59;Kitas
2135;Verkiai;Pagubės Sodų 1-oji g. ;Vilnius;38;Sodas
2136;Verkiai;Pagubės Sodų 10-oji g. ;Vilnius;127;Sodas
2137;Verkiai;Pagubės Sodų 11-oji g. ;Vilnius;33;Sodas
2138;Verkiai;Pagubės Sodų 12-oji g. ;Vilnius;23;Sodas
2139;Verkiai;Pagubės Sodų 13-oji g. ;Vilnius;23;Sodas
2140;Verkiai;Pagubės Sodų 14-oji g. ;Vilnius;19;Sodas
2141;Verkiai;Pagubės Sodų 15-oji g. ;Vilnius;24;Sodas
2142;Verkiai;Pagubės Sodų 16-oji g. ;Vilnius;46;Sodas
2143;Verkiai;Pagubės Sodų 17-oji g. ;Vilnius;22;Sodas
2144;Verkiai;Pagubės Sodų 19-oji g. ;Vilnius;79;Sodas
2145;Verkiai;Pagubės Sodų 2-oji g. ;Vilnius;38;Sodas
2146;Verkiai;Pagubės Sodų 20-oji g. ;Vilnius;34;Sodas
2147;Verkiai;Pagubės Sodų 21-oji g. ;Vilnius;21;Sodas
2148;Verkiai;Pagubės Sodų 22-oji g. ;Vilnius;31;Sodas
2149;Verkiai;Pagubės Sodų 23-ioji g. ;Vilnius;31;Sodas
2150;Verkiai;Pagubės Sodų 24-oji g. ;Vilnius;28;Sodas
2151;Verkiai;Pagubės Sodų 25-oji g. ;Vilnius;51;Sodas
2152;Verkiai;Pagubės Sodų 26-oji g. ;Vilnius;24;Sodas
2153;Verkiai;Pagubės Sodų 27-oji g. ;Vilnius;20;Sodas
2154;Verkiai;Pagubės Sodų 28-oji g. ;Vilnius;36;Sodas
2155;Verkiai;Pagubės Sodų 29-oji g. ;Vilnius;18;Sodas
2156;Verkiai;Pagubės Sodų 3-ioji g. ;Vilnius;38;Sodas
2157;Verkiai;Pagubės Sodų 30-oji g. ;Vilnius;15;Sodas
2158;Verkiai;Pagubės Sodų 31-oji g. ;Vilnius;14;Sodas
2159;Verkiai;Pagubės Sodų 32-oji g. ;Vilnius;26;Sodas
2160;Verkiai;Pagubės Sodų 4-oji g. ;Vilnius;38;Sodas
2161;Verkiai;Pagubės Sodų 5-oji g. ;Vilnius;38;Sodas
2162;Verkiai;Pagubės Sodų 6-oji g. ;Vilnius;35;Sodas
2163;Verkiai;Pagubės Sodų 7-oji g. ;Vilnius;28;Sodas
2164;Verkiai;Pagubės Sodų 8-oji g. ;Vilnius;15;Sodas
2165;Verkiai;Pagubės Sodų 9-oji g. ;Vilnius;8;Sodas
2166;Verkiai;Panemunės g.;Vilnius;;Kitas
2167;Verkiai;Pasaulio Teisuolių skv.;Vilnius;;Kitas
2168;Verkiai;Pašilių g. ;Vilnius;32;Kitas
2169;Verkiai;Pašvaistės g. ;Vilnius;5;Kitas
2170;Verkiai;Peluonės g.;Vilnius;;Kitas
2171;Verkiai;Petro Baublio g. ;Vilnius;45;Kitas
2172;Verkiai;Pievų g. ;Vilnius;14;Kitas
2173;Verkiai;Pijų g. ;Vilnius;50;Kitas
2174;Verkiai;Pilėnų g.;Vilnius;;Kitas
2175;Verkiai;Pilnaties g. ;Vilnius;39;Kitas
2176;Verkiai;Popieriaus g. ;Vilnius;73;Kitas
2177;Verkiai;Povilo Alšėniškio g. ;Vilnius;22;Kitas
2178;Verkiai;Pranciškaus Smuglevičiaus g. ;Vilnius;46;Kitas
2179;Verkiai;Prano Vaičaičio g. ;Vilnius;6 iš 19;Kitas
2180;Verkiai;Prašiškių g. ;Vilnius;14;Kitas
2181;Verkiai;Pukuvero g. ;Vilnius;9;Kitas
2182;Verkiai;Pušyno kelias ;Vilnius;36;Kitas
2183;Verkiai;Ragės g. ;Vilnius;30;Kitas
2184;Verkiai;Ragučio g. ;Vilnius;2;Kitas
2185;Verkiai;Raudonės g. ;Vilnius;123;Kitas
2186;Verkiai;Riešės g. ;Vilnius;28;Kitas
2187;Verkiai;Romuvos g. ;Vilnius;44;Kitas
2188;Verkiai;Rugių g. ;Vilnius;37;Kitas
2189;Verkiai;Sakališkių g. ;Vilnius;129;Kitas
2190;Verkiai;Santariškių g. ;Vilnius;115;Kitas
2191;Verkiai;Santaros g.;Vilnius;;Kitas
2192;Verkiai;Senolių g. ;Vilnius;8;Kitas
2193;Verkiai;Sidabrės g. ;Vilnius;9;Kitas
2194;Verkiai;Sietuvos g. ;Vilnius;37;Kitas
2195;Verkiai;Silvestro Gimžausko g. ;Vilnius;32;Kitas
2196;Verkiai;Skalvos g. ;Vilnius;10;Kitas
2197;Verkiai;Skersinės g. ;Vilnius;39;Kitas
2198;Verkiai;Skersinės Sodų 1-oji g. ;Vilnius;29;Sodas
2199;Verkiai;Skersinės Sodų 2-oji g. ;Vilnius;52;Sodas
2200;Verkiai;Skersinės Sodų 3-ioji g. ;Vilnius;44;Sodas
2201;Verkiai;Skersinės Sodų 4-oji g. ;Vilnius;36;Sodas
2202;Verkiai;Skersinės Sodų 5-oji g. ;Vilnius;37;Sodas
2203;Verkiai;Skersinės Sodų 6-oji g. ;Vilnius;85;Sodas
2204;Verkiai;Skersinės Sodų 7-oji g. ;Vilnius;24;Sodas
2205;Verkiai;Skersinės Sodų 8-oji g. ;Vilnius;25;Sodas
2206;Verkiai;Skersinės Sodų 9-oji g. ;Vilnius;26;Sodas
2207;Verkiai;Spindulio g. ;Vilnius;14;Kitas
2208;Verkiai;Stalioriškių g.;Vilnius;;Kitas
2209;Verkiai;Stoniškių g.;Vilnius;;Kitas
2210;Verkiai;Sūduvos g. ;Vilnius;18;Kitas
2211;Verkiai;Šaulio g. ;Vilnius;9;Kitas
2212;Verkiai;Šiukštulių g. ;Vilnius;1;Kitas
2213;Verkiai;Švarno g.;Vilnius;;Kitas
2214;Verkiai;Trinapolio g. ;Vilnius;33;Kitas
2215;Verkiai;Ugnies g. ;Vilnius;8;Kitas
2216;Verkiai;Užpalių g. ;Vilnius;52;Kitas
2217;Verkiai;V. Kuzmos g. ;Vilnius;24;Kitas
2218;Verkiai;V. Mačernio g. ;Vilnius;57;Kitas
2219;Verkiai;Vaidevučio g. ;Vilnius;18;Kitas
2220;Verkiai;Vaidoto Daunio g. ;Vilnius;35;Kitas
2221;Verkiai;Vaišelgos g. ;Vilnius;60;Kitas
2222;Verkiai;Valerijono Protasevičiaus g. ;Vilnius;50;Kitas
2223;Verkiai;Vanaginės Sodų 1-oji g. ;Vilnius;3;Sodas
2224;Verkiai;Vanaginės Sodų 2-oji g. ;Vilnius;67;Sodas
2225;Verkiai;Vanaginės Sodų 3-ioji g. ;Vilnius;89;Sodas
2226;Verkiai;Vanaginės Sodų 4-oji g. ;Vilnius;31;Sodas
2227;Verkiai;Vanaginės Sodų 5-oji g. ;Vilnius;41;Sodas
2228;Verkiai;Vandenio g. ;Vilnius;2 iš 34;Kitas
2229;Verkiai;Verkių g. ;Vilnius;94 iš 139;Kitas
2230;Verkiai;Verkių Riešės g. ;Vilnius;46;Kitas
2231;Verkiai;Verkių Sodų 1-oji g. ;Vilnius;11;Sodas
2232;Verkiai;Verkių Sodų 2-oji g. ;Vilnius;22;Sodas
2233;Verkiai;Verkių Sodų 3-ioji g. ;Vilnius;22;Sodas
2234;Verkiai;Verkių Sodų 4-oji g. ;Vilnius;34;Sodas
2235;Verkiai;Verkių Sodų 5-oji g. ;Vilnius;73;Sodas
2236;Verkiai;Vilkynės g. ;Vilnius;64;Kitas
2237;Verkiai;Vindaubos g. ;Vilnius;76;Kitas
2238;Verkiai;Visalaukio g. ;Vilnius;67;Kitas
2239;Verkiai;Vyskupo Andriaus g.;Vilnius;;Kitas
2240;Verkiai;Visorių g. ;Vilnius;52 iš 67;Kitas
2241;Verkiai;Visorių Sodų g. ;Vilnius;43;Sodas
2242;Verkiai;Visorių Sodų 1-oji g. ;Vilnius;29;Sodas
2243;Verkiai;Visorių Sodų 10-oji g. ;Vilnius;21;Sodas
2244;Verkiai;Visorių Sodų 11-oji g. ;Vilnius;12;Sodas
2245;Verkiai;Visorių Sodų 12-oji g. ;Vilnius;16;Sodas
2246;Verkiai;Visorių Sodų 13-oji g. ;Vilnius;14;Sodas
2247;Verkiai;Visorių Sodų 14-oji g. ;Vilnius;16;Sodas
2248;Verkiai;Visorių Sodų 15-oji g. ;Vilnius;16;Sodas
2249;Verkiai;Visorių Sodų 18-oji g. ;Vilnius;25;Sodas
2250;Verkiai;Visorių Sodų 19-oji g. ;Vilnius;29;Sodas
2251;Verkiai;Visorių Sodų 2-oji g. ;Vilnius;22;Sodas
2252;Verkiai;Visorių Sodų 20-oji g. ;Vilnius;7;Sodas
2253;Verkiai;Visorių Sodų 21-oji g. ;Vilnius;15;Sodas
2254;Verkiai;Visorių Sodų 22-oji g. ;Vilnius;16;Sodas
2255;Verkiai;Visorių Sodų 23-ioji g. ;Vilnius;18;Sodas
2256;Verkiai;Visorių Sodų 3-ioji g. ;Vilnius;13;Sodas
2257;Verkiai;Visorių Sodų 4-oji g. ;Vilnius;8;Sodas
2258;Verkiai;Visorių Sodų 5-oji g. ;Vilnius;10;Sodas
2259;Verkiai;Visorių Sodų 6-oji g. ;Vilnius;15;Sodas
2260;Verkiai;Visorių Sodų 7-oji g. ;Vilnius;7;Sodas
2261;Verkiai;Visorių Sodų 8-oji g. ;Vilnius;13;Sodas
2262;Verkiai;Visorių Sodų 9-oji g. ;Vilnius;11;Sodas
2263;Verkiai;Vito Gerulaičio g. ;Vilnius;2;Kitas
2264;Verkiai;Vlado Drėmos g. ;Vilnius;8;Kitas
2265;Verkiai;Zebedeno g. ;Vilnius;5;Kitas
2266;Verkiai;Žalčių g. ;Vilnius;51;Kitas
2267;Verkiai;Žaliųjų Ežerų g. ;Vilnius;119;Kitas
2268;Verkiai;Želmenų g. ;Vilnius;61;Kitas
2269;Verkiai;Žemėpačio g. ;Vilnius;16;Kitas
2270;Verkiai;Žemuogių g. ;Vilnius;12;Kitas
2271;Verkiai;Žilvino g. ;Vilnius;89;Kitas
2272;Verkiai;Žynių g. ;Vilnius;10;Kitas
2273;Verkiai;Živinbudo g. ;Vilnius;11;Kitas
2274;Verkiai;Žvalgų g. ;Vilnius;2 iš 4;Kitas
2275;Verkiai;Žvelgaičio g. ;Vilnius;33;Kitas
2276;Vilkpėdė;Eglių g. ;Vilnius;6;Kitas
2277;Vilkpėdė;Eigulių g. ;Vilnius;17;Kitas
2278;Vilkpėdė;Elektrinės g. ;Vilnius;12;Kitas
2279;Vilkpėdė;Geležinio Vilko g. ;Vilnius;26 iš 47;Kitas
2280;Vilkpėdė;Gerosios Vilties g. ;Vilnius;52;Kitas
2281;Vilkpėdė;Giedrioji g.;Vilnius;;Kitas
2282;Vilkpėdė;Giraitės g. ;Vilnius;3;Kitas
2283;Vilkpėdė;Jankiškių g. ;Vilnius;28;Kitas
2284;Vilkpėdė;Klevų g. ;Vilnius;2;Kitas
2285;Vilkpėdė;Laisvės pr. ;Vilnius;1 iš 124;Kitas
2286;Vilkpėdė;Liepsnos g. ;Vilnius;3;Kitas
2287;Vilkpėdė;M. K. Čiurlionio g. ;Vilnius;11 iš 81;Kitas
2288;Vilkpėdė;Naugarduko g. ;Vilnius;7 iš 89;Kitas
2289;Vilkpėdė;Naujoji Riovonių g. ;Vilnius;21;Kitas
2290;Vilkpėdė;Pakalniškių g. ;Vilnius;4;Kitas
2291;Vilkpėdė;Panerių g. ;Vilnius;3 iš 52;Kitas
2292;Vilkpėdė;Račių g. ;Vilnius;10;Kitas
2293;Vilkpėdė;Riovonių g. ;Vilnius;157;Kitas
2294;Vilkpėdė;S. Konarskio g. ;Vilnius;16 iš 56;Kitas
2295;Vilkpėdė;Sausupio g. ;Vilnius;5;Kitas
2296;Vilkpėdė;Savanorių pr. ;Vilnius;198 iš 250;Kitas
2297;Vilkpėdė;Skaistvario g. ;Vilnius;2;Kitas
2298;Vilkpėdė;Skapiškio g.;Vilnius;;Kitas
2299;Vilkpėdė;Skroblų g. ;Vilnius;25;Kitas
2300;Vilkpėdė;Šaltupio g. ;Vilnius;4;Kitas
2301;Vilkpėdė;Šlaito g. ;Vilnius;20;Kitas
2302;Vilkpėdė;Titnago g. ;Vilnius;12 iš 39;Kitas
2303;Vilkpėdė;Tūkstantmečio g.;Vilnius;;Kitas
2304;Vilkpėdė;Ūmėdžių g. ;Vilnius;77;Kitas
2305;Vilkpėdė;V. Pietario g. ;Vilnius;5 iš 8;Kitas
2306;Vilkpėdė;Vaduvos g. ;Vilnius;76 iš 85;Kitas
2307;Vilkpėdė;Valkininkų g. ;Vilnius;9;Kitas
2308;Vilkpėdė;Vandentiekio g. ;Vilnius;33;Kitas
2309;Vilkpėdė;Vilkpėdės g. ;Vilnius;31;Kitas
2310;Vilkpėdė;Zietelos g. ;Vilnius;4;Kitas
